t,L,v,Omega,E_v,E_Omega,P_drive,P_feedback,P_D,P_Omega,cumulative_drive,cumulative_feedback,cumulative_dissipation
0.29190992493744783,0.018011912350617484,0.009705985262677139,2.422581513972587e-05,4.7103074959652905e-05,2.9344505959208557e-10,0.0003496467116554513,1.0260210013791067e-13,5.18133824556182e-05,4.69512095347337e-10,5.234026474793485e-05,5.29674736473111e-15,5.255800391823213e-06
0.3127606338615513,0.01801560979821225,0.010342221658634677,2.7559445573968684e-05,5.34807744181661e-05,3.7976152017227105e-10,0.0003726428596971637,1.415154188799372e-13,5.882885185998271e-05,6.076184322756337e-10,5.987038955352927e-05,7.841759030888827e-15,6.4092961325042876e-06
0.3336113427856547,0.018019541416962798,0.010971361619344061,3.1074431841304274e-05,6.018538789120797e-05,4.828101571299325e-10,0.00039539781020049266,1.9090207887173108e-13,6.620392668032878e-05,7.72496251407892e-10,6.787748577848398e-05,1.1307329274338244e-14,7.712821556347021e-06
0.3544620517097581,0.018023704754458702,0.011593495736614307,3.4765297315616717e-05,6.720457169744705e-05,6.043129487216134e-10,0.00041791548845762394,2.525517411462601e-13,7.392502886719175e-05,9.669007179545814e-10,7.635656520569537e-05,1.5930492535576678e-14,9.173733722156964e-06
0.37531276063386154,0.018028097398057056,0.012208713466145613,3.862669684561937e-05,7.452634224922261e-05,7.460108546016906e-10,0.00044019975094528773,3.2839379239814545e-13,8.197897647414488e-05,1.193617367362705e-09,8.53027207457591e-05,2.1987055645922868e-14,1.0799110764060865e-05
0.39616346955796494,0.018032716974614647,0.012817103128114732,4.265341620871074e-05,8.213906629836423e-05,9.09656957136754e-10,0.00046225438628748203,4.2049291845338853e-13,9.035297292820066e-05,1.4554511314188065e-09,9.471112501215577e-05,2.979446505847013e-14,1.2595760039194769e-05
0.41701417848206834,0.01803756115057764,0.013418751894475531,4.6840374304208836e-05,9.003145120274534e-05,1.0970103324791936e-09,0.00048408311572206394,5.310441797258253e-13,9.903459632301988e-05,1.75521653196671e-09,0.00010457702891133785,3.971457659078053e-14,1.4570226051693556e-05
0.4378648874061718,0.018042627629117357,0.014013745879568947,5.1182606161526896e-05,9.819253678856782e-05,1.3098295867429855e-09,0.0005056895971882804,6.623671961053521e-13,0.00010801179046742461,2.0957273387887767e-09,0.00011489576028029475,5.2156313202865386e-14,1.6728798171525872e-05
0.4587155963302752,0.01804791414975371,0.014602170144549289,5.567526210697523e-05,0.0001066116864651833,1.5498674053401959e-09,0.0005270774263378446,8.169001231716234e-13,0.00011727285511170163,2.4797878485443134e-09,0.0001256627225772727,6.757819935045686e-14,1.9077518157913627e-05
0.4795663052543786,0.018053418488114523,0.015184108697384251,6.031360776376124e-05,0.00011527857846699002,1.8188656407404199e-09,0.0005482501373657948,9.971933373858594e-13,0.00012680643631368904,2.910185025184672e-09,0.00013687339359169762,8.649076670405863e-14,2.162218748024749e-05
0.5004170141784821,0.018059138455703425,0.01575964449285491,6.509302405198941e-05,0.00012418319727058603,2.118550890116436e-09,0.0005692112038182616,1.205902902513426e-12,0.00013660151699764465,3.3896814241862977e-09,0.00014852332417118112,1.0945882591902203e-13,2.4368374439982514e-05
0.5212677231025854,0.018065071899186196,0.016328859449705652,7.000900412385317e-05,0.00013331582546412078,2.450630329206845e-09,0.0005899640399812771,1.4457837695195174e-12,0.00014664740801053288,3.921008526730952e-09,0.0001606081369714265,1.3710359939726362e-13,2.7321421100721958e-05
0.5421184320266889,0.018071216700416264,0.016891834442991794,7.505715445011959e-05,0.00014266703542472193,2.8167882170745534e-09,0.0006105120013737199,1.719683011852098e-12,0.00015693373896719413,4.506861147319286e-09,0.000173123525225753,1.7010471263091271e-13,3.04864500294897e-05
