D,B,final_L,std_v_tail,std_Omega_tail,regime_label
0.5,0.525,0.9999976421317214,0.0019776553313587417,0.0025957427785242,near_complete_closure
0.52,0.525,0.9999958865784401,0.004249546768467802,0.0028607671373032085,near_complete_closure
0.54,0.525,0.9999928384480766,0.006672304959545488,0.00467059967758426,near_complete_closure
0.56,0.525,0.9999875595667561,0.006651649184413998,0.009044863029584047,near_complete_closure
0.58,0.525,0.9999784420961909,0.012279888515087137,0.009267953144799208,near_complete_closure
0.6,0.525,0.9999627413917264,0.013955302526330548,0.01709973890326161,near_complete_closure
0.62,0.525,0.9999357927673118,0.030497537306875152,0.024350941780536962,near_complete_closure
0.64,0.525,0.9998896967118833,0.07139605496720212,0.034052499275790654,limit_cycle_like
0.66,0.525,0.9998111031751924,0.09804314211213083,0.09970204834768759,limit_cycle_like
0.68,0.525,0.999677504695218,0.1023191237982962,0.18592017708820524,limit_cycle_like
0.7000000000000001,0.525,0.9994511967432966,0.09795496109463084,0.26622483361825133,limit_cycle_like
0.72,0.525,0.9990696657605118,0.09747751506078563,0.3317733701392045,limit_cycle_like
0.74,0.525,0.9984297910578896,0.10475333439568973,0.3814242261781846,limit_cycle_like
0.76,0.525,0.9973594953073173,0.11758971138982259,0.416152513099683,limit_cycle_like
0.78,0.525,0.9955667908252099,0.13263024940590146,0.4371656380864163,limit_cycle_like
0.8,0.525,0.9925671602747779,0.14749909468754674,0.4454913485884684,limit_cycle_like
0.0,0.6,0.9999999999770732,0.0011278935369687473,0.000871393952195017,near_complete_closure
0.02,0.6,0.9999999999657778,0.0009315862262732913,0.0006348225105152668,near_complete_closure
0.04,0.6,0.9999999999483,0.00067526181332066,0.0005669727762684448,near_complete_closure
0.06,0.6,0.9999999999209985,0.000523032996463158,0.0005053727968289875,near_complete_closure
0.08,0.6,0.999999999877961,0.0005062404824792592,0.0003784962410981054,near_complete_closure
0.1,0.6,0.9999999998095206,0.0004406296749957694,0.0003048777925402209,near_complete_closure
0.12,0.6,0.9999999996997775,0.00032578487946541724,0.0003160964295340682,near_complete_closure
0.14,0.6,0.9999999995224325,0.0003156564365383281,0.0002745930397299957,near_complete_closure
0.16,0.6,0.9999999992337794,0.00032554959278437585,0.00021247790288202086,near_complete_closure
0.18,0.6,0.9999999987608852,0.00025508203665616086,0.0002382200943400141,near_complete_closure
0.2,0.6,0.9999999979816128,0.0002502247778579487,0.00023154197129029273,near_complete_closure
0.22,0.6,0.9999999966908011,0.00028900734298234395,0.00018480824114545027,near_complete_closure
0.24,0.6,0.9999999945429356,0.0002365378546227352,0.0002295623495544459,near_complete_closure
0.26,0.6,0.999999990954937,0.00025809254190204545,0.00023066394720474144,near_complete_closure
0.28,0.6,0.9999999849413708,0.0003112218699424553,0.00020119349191739284,near_complete_closure
0.3,0.6,0.9999999748352777,0.00025817065321518924,0.0002819878192176454,near_complete_closure
0.32,0.6,0.9999999578155199,0.000352825926303087,0.0002673713187533165,near_complete_closure
0.34,0.6,0.9999999291070135,0.00040826826135621693,0.00029425634846361377,near_complete_closure
0.36,0.6,0.9999998806287873,0.00037241099933028995,0.0004211015680660263,near_complete_closure
0.38,0.6,0.9999997987125017,0.0005772718420150934,0.00037306914622803935,near_complete_closure
0.4,0.6,0.9999996602614116,0.0005606901069696243,0.0005704976723150394,near_complete_closure
0.42,0.6,0.9999994262988307,0.0007851893545162836,0.0006830352127017612,near_complete_closure
0.44,0.6,0.9999990311523009,0.0012248537856639425,0.0007436804165036867,near_complete_closure
0.46,0.6,0.9999983643517195,0.0011433953964753048,0.0013586210131890414,near_complete_closure
0.48,0.6,0.9999972404091838,0.0018637715997345534,0.0013521445455548292,near_complete_closure
0.5,0.6,0.9999953485602402,0.0020465049614980433,0.002145804297272835,near_complete_closure
0.52,0.6,0.9999921695156055,0.0034699372326855056,0.0029186668512954012,near_complete_closure
0.54,0.6,0.9999868379080283,0.006778207398661563,0.003648663489511853,near_complete_closure
0.56,0.6,0.9999779151938171,0.0069012158633621375,0.008335407200115625,near_complete_closure
0.58,0.6,0.9999630155817552,0.01096963171498308,0.009398094700210195,near_complete_closure
0.6,0.6,0.9999381940709665,0.013881956623348445,0.014431030123807342,near_complete_closure
0.62,0.6,0.9998969539174747,0.025818910143300712,0.022860300549776256,near_complete_closure
0.64,0.6,0.9998286391452212,0.06641982642426306,0.02840962865746127,limit_cycle_like
0.66,0.6,0.9997158070413908,0.09591450421137475,0.08624953638521432,limit_cycle_like
0.68,0.6,0.9995299176039102,0.10247952748975325,0.16742831908968533,limit_cycle_like
0.7000000000000001,0.6,0.9992244413586975,0.09846661265321069,0.24438007393559114,limit_cycle_like
0.72,0.6,0.9987243262836839,0.09652032175348914,0.30776552945076496,limit_cycle_like
0.74,0.6,0.9979097520015379,0.10150873342805036,0.3561839277055087,limit_cycle_like
0.76,0.6,0.9965877680527215,0.11225426631262733,0.3904662390367922,limit_cycle_like
0.78,0.6,0.9944391342537284,0.12579008444554787,0.41170098981469166,limit_cycle_like
0.8,0.6,0.9909386322120458,0.1397235813248007,0.42084732490817883,limit_cycle_like
0.0,0.6749999999999999,0.9999999999096056,0.000979777411008901,0.0008857614102881637,near_complete_closure
0.02,0.6749999999999999,0.9999999998691671,0.0008264556225397936,0.0006853493625958879,near_complete_closure
0.04,0.6749999999999999,0.9999999998084168,0.0007338245520611837,0.0004892861008233754,near_complete_closure
0.06,0.6749999999999999,0.9999999997163087,0.0005606205806870367,0.0004248930204216836,near_complete_closure
0.08,0.6749999999999999,0.9999999995754221,0.0004211966693555554,0.0004007491265734492,near_complete_closure
0.1,0.6749999999999999,0.9999999993581168,0.00041360070453839607,0.0003113201326363028,near_complete_closure
0.12,0.6749999999999999,0.999999999020283,0.0003756907008530676,0.00024995221525178505,near_complete_closure
0.14,0.6749999999999999,0.9999999984911554,0.00028144059527139645,0.00026660061643383055,near_complete_closure
0.16,0.6749999999999999,0.9999999976566689,0.0002827787590004697,0.00023259770541320408,near_complete_closure
0.18,0.6749999999999999,0.9999999963322241,0.00029182815295295407,0.00018737476727123347,near_complete_closure
0.2,0.6749999999999999,0.9999999942180726,0.0002275520693860527,0.00022027264742571241,near_complete_closure
0.22,0.6749999999999999,0.9999999908261282,0.00025008037347606455,0.00020218037209399116,near_complete_closure
0.24,0.6749999999999999,0.9999999853597485,0.0002736173285406106,0.00017766740448534217,near_complete_closure
0.26,0.6749999999999999,0.999999976516066,0.00022191502028109163,0.00023022235742380884,near_complete_closure
0.28,0.6749999999999999,0.9999999621609462,0.0002855706526751186,0.00020426883093226773,near_complete_closure
0.3,0.6749999999999999,0.9999999387948617,0.0002951906040277927,0.00022398330846514503,near_complete_closure
0.32,0.6749999999999999,0.9999999006761141,0.00027916370619210634,0.0002888469533651619,near_complete_closure
0.34,0.6749999999999999,0.9999998383826926,0.00041927055074772945,0.0002480033098851442,near_complete_closure
0.36,0.6749999999999999,0.9999997364546325,0.00038948701359398574,0.0003746444045010884,near_complete_closure
0.38,0.6749999999999999,0.9999995695322154,0.0004898211094728186,0.0004099911481876697,near_complete_closure
0.4,0.6749999999999999,0.9999992960420987,0.0006181625115597302,0.00044849999856888523,near_complete_closure
0.42,0.6749999999999999,0.999998847901002,0.0006236485303031036,0.0006912460315157562,near_complete_closure
0.44,0.6749999999999999,0.999998113763873,0.0012006489014680186,0.0006392381915261894,near_complete_closure
0.46,0.6749999999999999,0.9999969118058768,0.0012706038560636548,0.001198379957022033,near_complete_closure
0.48,0.6749999999999999,0.999994945550744,0.0016202829909774908,0.0014553459373856817,near_complete_closure
0.5,0.6749999999999999,0.9999917323804065,0.002133342739551454,0.0017632140945377606,near_complete_closure
0.52,0.6749999999999999,0.9999864883468895,0.002810106009381395,0.0028530412862564957,near_complete_closure
0.54,0.6749999999999999,0.9999779432845458,0.006580099588802668,0.0030142394413938405,near_complete_closure
0.56,0.6749999999999999,0.9999640442174699,0.007436699374947995,0.007485403124705855,near_complete_closure
0.58,0.6749999999999999,0.9999414791902409,0.00989917091180857,0.009574498880350975,near_complete_closure
0.6,0.6749999999999999,0.9999049159476824,0.01373937942053447,0.012468585628049403,near_complete_closure
0.62,0.6749999999999999,0.9998457980695364,0.022120755083157907,0.0213503892341121,near_complete_closure
0.64,0.6749999999999999,0.9997504555543814,0.06179946443251894,0.024515193759660724,limit_cycle_like
0.66,0.6749999999999999,0.9995971100428122,0.0935963698057023,0.0754344254966706,limit_cycle_like
0.68,0.6749999999999999,0.9993510469695134,0.10227028542735801,0.15213297020656943,limit_cycle_like
0.7000000000000001,0.6749999999999999,0.9989569550650543,0.09881747763580276,0.22609015647692335,limit_cycle_like
0.72,0.6749999999999999,0.9983275107275215,0.09588869454804745,0.28751982800995357,limit_cycle_like
0.74,0.6749999999999999,0.9973268847189067,0.09906498694816723,0.3347859381194065,limit_cycle_like
0.76,0.6749999999999999,0.9957432947106907,0.10801332732300369,0.3686000668092871,limit_cycle_like
0.78,0.6749999999999999,0.9932352263231513,0.12017959552679774,0.38995468012960566,limit_cycle_like
0.8,0.6749999999999999,0.9892444311639174,0.13322862917726147,0.39972776198851295,limit_cycle_like
0.0,0.75,0.9999999997111868,0.0010858787115240194,0.0007411726795869803,near_complete_closure
0.02,0.75,0.9999999995924023,0.0007668085569494075,0.0006565178403540237,near_complete_closure
0.04,0.75,0.9999999994182456,0.0006329723551418145,0.000535152021177969,near_complete_closure
0.06,0.75,0.9999999991606467,0.0005856135565559577,0.00038541547688930285,near_complete_closure
0.08,0.75,0.9999999987763668,0.0004611890330712532,0.00033596849400725635,near_complete_closure
0.1,0.75,0.99999999819844,0.00035002414349536565,0.0003258278852158992,near_complete_closure
0.12,0.75,0.9999999973226288,0.00035507642739463234,0.00025410658317478704,near_complete_closure
0.14,0.75,0.9999999959859038,0.0003211804355096054,0.00021496131229938351,near_complete_closure
0.16,0.75,0.9999999939321471,0.0002454943884626292,0.00023427060962455894,near_complete_closure
0.18,0.75,0.9999999907573974,0.00026811773323139775,0.0001950685403280594,near_complete_closure
0.2,0.75,0.9999999858223696,0.0002603252069386335,0.00017621458784376125,near_complete_closure
0.22,0.75,0.9999999781126381,0.00021002299232487955,0.00020855134855194896,near_complete_closure
0.24,0.75,0.999999966015013,0.0002622886901862998,0.00017332920947068579,near_complete_closure
0.26,0.75,0.9999999469595099,0.0002501268057711881,0.00019029858750880177,near_complete_closure
0.28,0.75,0.999999916845633,0.00023418867016312075,0.0002234722033000626,near_complete_closure
0.3,0.75,0.9999998691231589,0.00030902158713152556,0.0001883150953712791,near_complete_closure
0.32,0.75,0.9999997933209183,0.0002653885819584119,0.000265759981942376,near_complete_closure
0.34,0.75,0.9999996726955073,0.00036804471883294,0.0002644571457705943,near_complete_closure
0.36,0.75,0.9999994804763949,0.0004454199498845763,0.0003009198081983983,near_complete_closure
0.38,0.75,0.9999991738715509,0.000419088853620396,0.0004308095922884547,near_complete_closure
0.4,0.75,0.9999986845055987,0.0006191481590640803,0.0003909235609079949,near_complete_closure
0.42,0.75,0.9999979032005261,0.0005674304799871151,0.0006326860846158736,near_complete_closure
0.44,0.75,0.9999966558225598,0.0010773548857852377,0.0006465489235880665,near_complete_closure
0.46,0.75,0.9999946650273992,0.0014271210063747034,0.0009968411443352634,near_complete_closure
0.48,0.75,0.9999914896977766,0.0014622270828199995,0.0015170315526829312,near_complete_closure
0.5,0.75,0.9999864291548074,0.002138813911227073,0.0015396593027989422,near_complete_closure
0.52,0.75,0.9999783722197856,0.002349343072596382,0.002680539814462896,near_complete_closure
0.54,0.75,0.9999655606637854,0.006192279176524856,0.0026979813474782006,near_complete_closure
0.56,0.75,0.9999452193179942,0.007960703071459567,0.006613078147918315,near_complete_closure
0.58,0.75,0.9999129761022773,0.00916499708304656,0.009633002433121474,near_complete_closure
0.6,0.75,0.9998619521274713,0.013486308581151749,0.011112022988026084,near_complete_closure
0.62,0.75,0.9997813490344207,0.019236704357391332,0.019876559371828036,near_complete_closure
0.64,0.75,0.9996542882395204,0.057542450411606876,0.02180295112515473,limit_cycle_like
0.66,0.75,0.9994544915490676,0.09119444369261034,0.0665749041020936,limit_cycle_like
0.68,0.75,0.9991410343822976,0.1018003722103217,0.13924790700158696,limit_cycle_like
0.7000000000000001,0.75,0.9986500281472194,0.09901999655357414,0.21050516573925868,limit_cycle_like
0.72,0.75,0.9978823365090902,0.09544179952615568,0.27015616469769277,limit_cycle_like
0.74,0.75,0.9966868511199923,0.09717043066161773,0.31634688656989357,limit_cycle_like
0.76,0.75,0.9948346110524503,0.1045715816879965,0.34968582715570207,limit_cycle_like
0.78,0.75,0.9919660657228128,0.1154944903802741,0.3710901320392412,limit_cycle_like
0.8,0.75,0.9874972579978796,0.12770765192339592,0.38135756626111084,limit_cycle_like
0.0,0.825,0.9999999992147957,0.001066657745009277,0.0007345818963160422,near_complete_closure
0.02,0.825,0.9999999989151429,0.000850550786447665,0.000554651980433679,near_complete_closure
0.04,0.825,0.9999999984845584,0.0006067551332752374,0.000503143390280275,near_complete_closure
0.06,0.825,0.9999999978607175,0.0005065364322900682,0.00042000529098520077,near_complete_closure
0.08,0.825,0.9999999969495319,0.0004802677994494153,0.0003055682581995182,near_complete_closure
0.1,0.825,0.9999999956082022,0.0003772259201800588,0.0002795963936034739,near_complete_closure
0.12,0.825,0.9999999936189872,0.00030039979283875035,0.0002709047162596717,near_complete_closure
0.14,0.825,0.9999999906484819,0.0003176187810468061,0.00020680291133901517,near_complete_closure
0.16,0.825,0.9999999861841744,0.00027244345853699877,0.00019648987421781567,near_complete_closure
0.18,0.825,0.9999999794353311,0.0002253009572898399,0.00020813645598913294,near_complete_closure
0.2,0.825,0.9999999691779121,0.0002611806918823132,0.000163643013769304,near_complete_closure
0.22,0.825,0.9999999535118999,0.0002247596556843523,0.00018009385136972576,near_complete_closure
0.24,0.825,0.9999999294816729,0.00021904805130660594,0.00019042892879179402,near_complete_closure
0.26,0.825,0.9999998924820113,0.0002693873687496403,0.00015884392206171746,near_complete_closure
0.28,0.825,0.9999998353278778,0.0002243881600378464,0.0002121731073717568,near_complete_closure
0.3,0.825,0.9999997467964227,0.0002797872316386756,0.00019794529369294823,near_complete_closure
0.32,0.825,0.9999996093426405,0.0002932444294562531,0.00021979391079227163,near_complete_closure
0.34,0.825,0.9999993955261127,0.0003014998436523264,0.00028092406379623153,near_complete_closure
0.36,0.825,0.9999990624306274,0.0004648375482327897,0.000252297801072366,near_complete_closure
0.38,0.825,0.9999985429549694,0.0004234676069935171,0.0004081566455319866,near_complete_closure
0.4,0.825,0.9999977322192543,0.0005702701274806636,0.00040344824832101516,near_complete_closure
0.42,0.825,0.9999964663690893,0.0005881491333230178,0.000543385517050235,near_complete_closure
0.44,0.825,0.9999944896208667,0.0009126874371488023,0.0006754524976405222,near_complete_closure
0.46,0.825,0.9999914031860327,0.0015207521745079617,0.0008140217560661299,near_complete_closure
0.48,0.825,0.999986586188605,0.0014527504746988322,0.0015028146258089026,near_complete_closure
0.5,0.825,0.9999790731374756,0.0020741601036868384,0.0014784507969827602,near_complete_closure
0.52,0.825,0.9999673644069538,0.002097092438179111,0.002452405275776852,near_complete_closure
0.54,0.825,0.999949134837329,0.0057046872035412845,0.0025773216839372047,near_complete_closure
0.56,0.825,0.999920788063703,0.008362557171931859,0.005784978143063598,near_complete_closure
0.58,0.825,0.9998767733661339,0.00877616030868725,0.009551785174283931,near_complete_closure
0.6,0.825,0.9998085324494635,0.013149244470475155,0.010236746975778394,near_complete_closure
0.62,0.825,0.9997028855251752,0.0170249502408955,0.018478501656741194,near_complete_closure
0.64,0.825,0.9995396088910942,0.053636044302294676,0.019888552336114983,limit_cycle_like
0.66,0.825,0.9992878246086586,0.0887728060600765,0.05920691933326861,limit_cycle_like
0.68,0.825,0.9989004321101644,0.10114482691541475,0.1282309263431016,limit_cycle_like
0.7000000000000001,0.825,0.998305271587006,0.09909429265082932,0.1970337653277555,limit_cycle_like
0.72,0.825,0.9973919981426497,0.09510049785459526,0.255057921436887,limit_cycle_like
0.74,0.825,0.9959950082014626,0.09566293649989092,0.3002451592690993,limit_cycle_like
0.76,0.825,0.9938694775249597,0.10172778173874804,0.33311120577319075,limit_cycle_like
0.78,0.825,0.9906412571730739,0.11152347098807389,0.35451463509647524,limit_cycle_like
0.8,0.825,0.9857074006535846,0.12294775447304424,0.36518079219423066,limit_cycle_like
0.0,0.8999999999999999,0.9999999981196896,0.0009372155893761359,0.0007754859882669611,near_complete_closure
0.02,0.8999999999999999,0.9999999974492229,0.0008239627624130544,0.0005589041611978444,near_complete_closure
0.04,0.8999999999999999,0.9999999965020103,0.0006697288683490778,0.00042884480944823,near_complete_closure
0.06,0.8999999999999999,0.9999999951534158,0.0004820029352996423,0.00040043300012196944,near_complete_closure
0.08,0.8999999999999999,0.9999999932186614,0.00042330542101998836,0.0003314495832367048,near_complete_closure
0.1,0.8999999999999999,0.9999999904222782,0.000402407819174895,0.00024612228131159786,near_complete_closure
0.12,0.8999999999999999,0.9999999863516278,0.0003069561540460655,0.00024425273456147445,near_complete_closure
0.14,0.8999999999999999,0.9999999803861194,0.0002727343729703899,0.00022538087934554716,near_complete_closure
0.16,0.8999999999999999,0.9999999715891773,0.00028801516196766424,0.00017278157159564,near_complete_closure
0.18,0.8999999999999999,0.9999999585428486,0.00022832085726877716,0.00018960350288468392,near_complete_closure
0.2,0.8999999999999999,0.999999939093904,0.00022707305260326788,0.00017882383248176556,near_complete_closure
0.22,0.8999999999999999,0.9999999099636211,0.00024573718999739834,0.00015032952854968827,near_complete_closure
0.24,0.8999999999999999,0.999999866148294,0.00019749716928269307,0.00018652354690372003,near_complete_closure
0.26,0.8999999999999999,0.9999997999991201,0.0002517328616959606,0.00016183145394668827,near_complete_closure
0.28,0.8999999999999999,0.9999996998100873,0.00025121826076069656,0.00017978234165228063,near_complete_closure
0.3,0.8999999999999999,0.9999995476485198,0.00024025004099125375,0.00021297560006609673,near_complete_closure
0.32,0.8999999999999999,0.9999993160196292,0.00030732645545325857,0.00018750663612038948,near_complete_closure
0.34,0.8999999999999999,0.9999989627425573,0.0002664637609985965,0.00027090631710941643,near_complete_closure
0.36,0.8999999999999999,0.9999984230961372,0.00043830886764663015,0.0002475160495378988,near_complete_closure
0.38,0.8999999999999999,0.9999975977997994,0.0004747836363244007,0.0003565739094422454,near_complete_closure
0.4,0.8999999999999999,0.9999963346209118,0.000511933931487156,0.0004338686007194996,near_complete_closure
0.42,0.8999999999999999,0.9999944002182378,0.0006184145478043343,0.00046366246037757964,near_complete_closure
0.44,0.8999999999999999,0.9999914371130981,0.0007560663300166824,0.0006794734473541144,near_complete_closure
0.46,0.8999999999999999,0.9999868981904937,0.001536406741878017,0.0006865707797651273,near_complete_closure
0.48,0.8999999999999999,0.9999799472533374,0.001560033632202125,0.0014254192073332593,near_complete_closure
0.5,0.8999999999999999,0.9999693078911758,0.001982453200467996,0.0015158152967786798,near_complete_closure
0.52,0.8999999999999999,0.9999530335503892,0.002006866563971068,0.002215637086453639,near_complete_closure
0.54,0.8999999999999999,0.9999281593207056,0.005181317276855913,0.002541821871104358,near_complete_closure
0.56,0.8999999999999999,0.9998901789564543,0.008620402091586482,0.0050355425641176385,near_complete_closure
0.58,0.8999999999999999,0.9998322602617731,0.0086796329092072,0.009353135146387555,near_complete_closure
0.6,0.8999999999999999,0.9997440568857154,0.01276893005195913,0.009713394359471838,near_complete_closure
0.62,0.8999999999999999,0.9996099058176031,0.015362926767242035,0.017179872561245844,near_complete_closure
0.64,0.8999999999999999,0.999406153789412,0.05005881080958934,0.018508334139944564,limit_cycle_like
0.66,0.8999999999999999,0.999097277865364,0.08637100036977713,0.05300296953458632,limit_cycle_like
0.68,0.8999999999999999,0.9986300797198797,0.10035643345231693,0.11869471606751746,limit_cycle_like
0.7000000000000001,0.8999999999999999,0.9979244870386808,0.09906065139828807,0.18525028247276532,limit_cycle_like
0.72,0.8999999999999999,0.9968596480921534,0.09481903086896215,0.24177835481539148,limit_cycle_like
0.74,0.8999999999999999,0.995256313494431,0.09443492722679221,0.2860283548685038,limit_cycle_like
0.76,0.8999999999999999,0.9928548553536855,0.09934069351761293,0.3184296497410861,limit_cycle_like
0.78,0.8999999999999999,0.9892691967385357,0.10811472539193893,0.3397948152402382,limit_cycle_like
0.8,0.8999999999999999,0.9838833643382145,0.11879573775287414,0.3507873878609208,limit_cycle_like
0.0,0.975,0.9999999959341836,0.0009461588458972739,0.0007130329869568723,near_complete_closure
0.02,0.975,0.9999999945714164,0.0007275490872013882,0.0005900269408780006,near_complete_closure
0.04,0.975,0.9999999926744254,0.0006572298421125285,0.00042592181837108867,near_complete_closure
0.06,0.975,0.9999999900139535,0.0005296406064915859,0.00034385212576345397,near_complete_closure
0.08,0.975,0.9999999862554989,0.0003882447198713959,0.0003283696272067039,near_complete_closure
0.1,0.975,0.9999999809083794,0.0003696682995963115,0.000260616400835007,near_complete_closure
0.12,0.975,0.9999999732492457,0.00033708619832864805,0.000208174101218798,near_complete_closure
0.14,0.975,0.9999999622072658,0.00025375402170133997,0.00021930777339825358,near_complete_closure
0.16,0.975,0.9999999461918094,0.000263550529287363,0.0001829701028594609,near_complete_closure
0.18,0.975,0.9999999228334546,0.0002533265637678139,0.00015977134699683482,near_complete_closure
0.2,0.975,0.9999998885936019,0.0002023092793295688,0.0001815823433396872,near_complete_closure
0.22,0.975,0.9999998381744737,0.00023797494430072793,0.0001477454956485525,near_complete_closure
0.24,0.975,0.9999997636266967,0.00021137806188088908,0.0001627665031577251,near_complete_closure
0.26,0.975,0.9999996530009637,0.00021521669972840405,0.00017457384659800502,near_complete_closure
0.28,0.975,0.9999994883137935,0.0002697262936491199,0.00015252082585875729,near_complete_closure
0.3,0.975,0.9999992424783991,0.00022810323511810457,0.00020938362867042474,near_complete_closure
0.32,0.975,0.9999988746680439,0.0002939502448144948,0.00018588238521684581,near_complete_closure
0.34,0.975,0.9999983233069898,0.0002715443022855215,0.00024081561420935608,near_complete_closure
0.36,0.975,0.9999974954928172,0.00038327267045904965,0.00026212435210118575,near_complete_closure
0.38,0.975,0.9999962510768953,0.0005217739954745983,0.00029934733492149434,near_complete_closure
0.4,0.975,0.99999437873297,0.0004849176566650178,0.0004476221767271342,near_complete_closure
0.42,0.975,0.9999915599445331,0.0006276200472387453,0.00042130817849071614,near_complete_closure
0.44,0.975,0.9999873148047216,0.0006420254276525871,0.0006529542147359108,near_complete_closure
0.46,0.975,0.9999809207230828,0.001487280020519513,0.0006237880362337425,near_complete_closure
0.48,0.975,0.999971291044262,0.0017135004305347365,0.0013075254127537007,near_complete_closure
0.5,0.975,0.9999567938872719,0.001907745335274559,0.0015830868397730346,near_complete_closure
0.52,0.975,0.9999349808629312,0.0020109376015341913,0.002005014254198123,near_complete_closure
0.54,0.975,0.9999021813671156,0.004665721638873065,0.0025254766313777912,near_complete_closure
0.56,0.975,0.9998529017011488,0.008746307661980299,0.004380199413960429,near_complete_closure
0.58,0.975,0.9997789409194237,0.00879294793012893,0.009067939933367361,near_complete_closure
0.6,0.975,0.9996680771967894,0.012382547007535846,0.009425752817896604,near_complete_closure
0.62,0.975,0.9995020939998702,0.014143091670859084,0.01599238337143685,near_complete_closure
0.64,0.975,0.9992538690295917,0.04678622128848592,0.01748273039569433,near_complete_closure
0.66,0.975,0.9988832370038312,0.08401353608695383,0.047724946150449456,limit_cycle_like
0.68,0.975,0.998331009357972,0.0994730745690113,0.11035444806926131,limit_cycle_like
0.7000000000000001,0.975,0.9975095761613721,0.09893716598668043,0.1748395695759857,limit_cycle_like
0.72,0.975,0.9962883326182684,0.09457034031740136,0.22998478537117625,limit_cycle_like
0.74,0.975,0.9944752989951867,0.0934131263489637,0.2733580377993333,limit_cycle_like
0.76,0.975,0.9917969329417415,0.09730878645128693,0.305306370436253,limit_cycle_like
0.78,0.975,0.9878572186700747,0.10515619573741243,0.3266052823609946,limit_cycle_like
0.8,0.975,0.9820322867305052,0.11513804295909516,0.3378676060131755,limit_cycle_like
0.0,1.05,0.9999999919144763,0.0010210875276010106,0.0006308371845251127,near_complete_closure
0.02,1.05,0.9999999893529009,0.000722980426314629,0.0005521206366749289,near_complete_closure
0.04,1.05,0.9999999858337358,0.0005843394003752138,0.00045359602019614414,near_complete_closure
0.06,1.05,0.9999999809635017,0.0005375529515523088,0.0003270825894604035,near_complete_closure
0.08,1.05,0.9999999741756727,0.0004173290266586423,0.0002890414920713501,near_complete_closure
0.1,1.05,0.9999999646509067,0.00032680400315207385,0.00027146397775251995,near_complete_closure
0.12,1.05,0.9999999511987504,0.0003314526832771847,0.00020452315267393956,near_complete_closure
0.14,1.05,0.9999999320820612,0.00027499044401291543,0.00019113237255680772,near_complete_closure
0.16,1.05,0.999999904756756,0.0002294392098670354,0.0001927104686416995,near_complete_closure
0.18,1.05,0.9999998654864727,0.00025660836857012274,0.00014919040671825567,near_complete_closure
0.2,1.05,0.9999998087713878,0.0002117882243504007,0.0001644108149089448,near_complete_closure
0.22,1.05,0.9999997264991209,0.00021073569622797063,0.00015938811769399078,near_complete_closure
0.24,1.05,0.9999996066792508,0.00022776737376900685,0.00013917370468577978,near_complete_closure
0.26,1.05,0.9999994315567431,0.00019001986723543143,0.0001745766077159378,near_complete_closure
0.28,1.05,0.9999991748051434,0.00026287149464165817,0.00014716373620729238,near_complete_closure
0.3,1.05,0.999998797357255,0.00024697107503327925,0.00018870078259119894,near_complete_closure
0.32,1.05,0.9999982412091655,0.00026631647294489446,0.00019920825586639134,near_complete_closure
0.34,1.05,0.9999974201954086,0.0002892602699243471,0.0002073354704374641,near_complete_closure
0.36,1.05,0.9999962062561972,0.00032325398705079024,0.00027054112050925043,near_complete_closure
0.38,1.05,0.9999944090518088,0.0005413472558793194,0.00025673912363502265,near_complete_closure
0.4,1.05,0.9999917457874326,0.0005047393264852052,0.0004370869845549469,near_complete_closure
0.42,1.05,0.9999877965340562,0.0006169263265588985,0.00041931050521990784,near_complete_closure
0.44,1.05,0.9999819379480065,0.0005849104951895834,0.000606040874134992,near_complete_closure
0.46,1.05,0.9999732450960128,0.0013938181137667486,0.0006087050425301358,near_complete_closure
0.48,1.05,0.9999603468495747,0.0018615061418279762,0.0011702113402263534,near_complete_closure
0.5,1.05,0.99994121356902,0.0018814233655568575,0.0016400282341614786,near_complete_closure
0.52,1.05,0.9999128441724433,0.00205627191213513,0.001842186601822681,near_complete_closure
0.54,1.05,0.999870803495287,0.004186780234847768,0.002499571541938143,near_complete_closure
0.56,1.05,0.9998085440528217,0.008762797242647637,0.0038233392423146946,near_complete_closure
0.58,1.05,0.9997164240605909,0.0090343602197438,0.00872438455257601,near_complete_closure
0.6,1.05,0.9995802774939248,0.0120188514855723,0.0092821061063137,near_complete_closure
0.62,1.05,0.9993792892632537,0.013271006435949093,0.014919686330868116,near_complete_closure
0.64,1.05,0.9990828655892531,0.043793417849773565,0.016691239953917383,near_complete_closure
0.66,1.05,0.9986462436840883,0.08171542316525728,0.04319538097170371,limit_cycle_like
0.68,1.05,0.9980043741152184,0.09852242336653508,0.10299548332969549,limit_cycle_like
0.7000000000000001,1.05,0.9970624764657013,0.09873926399479926,0.16556272814733458,limit_cycle_like
0.72,1.05,0.9956809586171033,0.09433816968701458,0.21942371665046623,limit_cycle_like
0.74,1.05,0.9936560816108563,0.09254643157464286,0.2619751673416258,limit_cycle_like
0.76,1.05,0.990701181232655,0.09555756799766547,0.2934845018098706,limit_cycle_like
0.78,1.05,0.9864117212352677,0.10256333990431464,0.31469614149707886,limit_cycle_like
0.8,1.05,0.9801602213725619,0.1118883819717246,0.3261825938515379,limit_cycle_like
0.0,1.125,0.9999999850027683,0.0010017669165787897,0.0006315550367443787,near_complete_closure
0.02,1.125,0.9999999804904139,0.0007814965184465911,0.0004875159637469325,near_complete_closure
