epoch	V	E	b1H	b1S	label	d_cal	npts	n_alive_cyc	ov_lcc	ov_meandeg	ov_density	degenerate	w_cont
1050	414	768	355	260	METR	3.2967159300212128	5	255	0.054901960784313725	2.1882352941176473	0.008615099583140343	0	1.098612
1075	410	757	348	236	METR	3.2179443043189178	5	225	0.04888888888888889	2.071111111111111	0.009246031746031747	0	1.098612
1100	449	837	389	232	METR	2.6950044821535313	6	248	0.07661290322580645	1.935483870967742	0.007835967088938226	0	1.252763
1125	542	1023	482	289	METR	2.7199060489168163	6	324	0.07407407407407407	2.2222222222222223	0.0068799449604403165	0	1.252763
1150	549	1044	496	329	METR	2.5798733114369585	6	359	0.0584958217270195	2.3231197771587744	0.00648916138871166	0	1.252763
1175	582	1106	525	370	METR	2.822890653992588	7	401	0.05236907730673317	2.29426433915212	0.005735660847880299	0	1.386294
1200	681	1302	622	456	METR	2.740081896482117	6	503	0.04771371769383698	2.4214711729622267	0.004823647754904834	0	1.252763
1225	765	1471	707	509	METR	2.8729684008686815	6	579	0.07599309153713299	2.5319516407599307	0.004380539170864933	0	1.252763
1250	874	1687	814	582	METR	2.8449981214381284	7	667	0.0734632683658171	2.6626686656671663	0.00399800099950025	0	1.386294
1275	1011	1962	952	647	METR	2.6622383235390803	7	784	0.06505102040816327	2.8418367346938775	0.003629421117105846	0	1.386294
1300	998	1933	936	637	METR	2.8115693731494833	6	762	0.07874015748031496	2.7874015748031495	0.003662814158742641	0	1.252763
1325	1018	1961	944	646	METR	3.6221324837921376	6	760	0.07894736842105263	2.7578947368421054	0.003633589903612787	0	1.791759
1350	977	1873	897	610	METR	3.235333112177581	5	715	0.039160839160839164	2.5622377622377623	0.0035885682944506473	0	1.098612
1375	1006	1934	929	612	METR	3.091968054638153	6	731	0.03967168262653899	2.538987688098495	0.003478065326162322	0	1.252763
1400	906	1747	842	512	METR	3.024702610653841	6	611	0.04746317512274959	2.3895253682487727	0.003917254702047168	0	1.252763
1425	790	1510	721	423	METR	2.8340100737577876	6	489	0.05521472392638037	2.2535787321063396	0.0046179892051359415	0	1.252763
1450	691	1313	623	388	METR	2.9617531206216716	6	423	0.05673758865248227	2.0141843971631204	0.004772948808443414	0	1.252763
1475	688	1304	617	374	METR	2.1891312585379463	8	424	0.05660377358490566	2.1839622641509435	0.005163031357330835	0	1.504077
1500	674	1268	595	351	METR	2.267029428887211	8	395	0.08860759493670886	2.1670886075949367	0.005500224892372936	0	2.079442
1525	589	1102	515	309	METR	2.329363457300326	8	340	0.12941176470588237	2.2529411764705882	0.006645844178379316	0	2.079442
1550	554	1043	490	292	METR	2.3166714247589284	7	330	0.1303030303030303	2.193939393939394	0.006668508796168371	0	1.386294
1575	526	986	461	274	METR	2.213906753567324	9	295	0.11864406779661017	2.0542372881355933	0.006987201660325147	0	1.609438
1600	479	903	425	251	METR	2.337322566904259	8	269	0.09293680297397769	1.9553903345724908	0.0072962325916883985	0	1.504077
1625	438	822	385	230	METR	2.4799935294541258	7	233	0.07725321888412018	1.648068669527897	0.007103744265206453	0	1.386294
1650	393	727	335	189	METR	2.1507776870583073	8	184	0.06521739130434782	1.4021739130434783	0.007662152530292231	0	1.504077
1675	381	702	322	194	METR	1.8920234733727619	8	172	0.046511627906976744	1.2093023255813953	0.007071943424452604	0	1.504077
1700	381	696	316	187	METR	1.7557982199817317	9	168	0.05357142857142857	1.3333333333333333	0.007984031936127744	0	1.609438
1725	389	706	318	203	METR	1.7002873691012104	10	174	0.05172413793103448	1.367816091954023	0.007906451398578167	0	1.704748
1750	393	707	315	202	METR	1.912821517635914	10	184	0.04891304347826087	1.5543478260869565	0.008493703967688287	0	1.704748
1775	385	691	307	195	METR	1.878035703744794	9	180	0.05555555555555555	1.4666666666666666	0.00819366852886406	0	1.609438
1800	361	644	284	178	METR	1.8236536728313602	10	165	0.06060606060606061	1.503030303030303	0.009164818920916482	0	1.704748
1825	331	585	255	153	METR	1.9698411308433343	9	142	0.06338028169014084	1.4225352112676057	0.010088902207571672	0	1.609438
1850	319	562	244	140	METR	1.4158433045667407	12	139	0.09352517985611511	1.7553956834532374	0.012720258575748097	0	2.484907
1875	272	469	199	119	METR	1.1635512823673746	15	116	0.11206896551724138	1.4827586206896552	0.012893553223388306	0	2.079442
1900	239	414	176	109	METR	1.171628256480648	14	109	0.11009174311926606	1.761467889908257	0.0163098878695209	0	2.014903
1925	187	329	143	98	METR	1.6334686573563728	8	102	0.11764705882352941	1.7647058823529411	0.017472335468841003	0	1.504077
1950	185	327	143	99	METR	1.448768557797557	9	104	0.17307692307692307	1.75	0.01699029126213592	0	1.609438
1975	191	341	151	99	METR	1.2517366295392836	10	106	0.1509433962264151	2.169811320754717	0.020664869721473494	0	1.704748
2000	166	295	130	88	METR	1.6122650592446068	9	88	0.14772727272727273	2.159090909090909	0.024817136886102403	0	1.609438
2025	148	259	112	77	METR	1.4807188558497706	10	72	0.125	2.388888888888889	0.033646322378716745	0	1.704748
2050	132	230	99	66	METR	1.0818859964948344	9	57	0.17543859649122806	2.3508771929824563	0.041979949874686714	0	1.609438
2075	137	239	103	71	METR	1.2430041870577515	9	67	0.1791044776119403	2.1194029850746268	0.03211216644052465	0	1.609438
2100	136	237	102	72	METR	1.340842405301616	7	66	0.19696969696969696	2.1515151515151514	0.0331002331002331	0	1.386294
2125	126	225	100	72	METR	1.726678077960358	6	67	0.26865671641791045	2.208955223880597	0.03346901854364541	0	1.252763
2150	102	190	89	70	METR	2.155973372590364	4	62	0.2903225806451613	2.161290322580645	0.035430988894764676	0	0.916291
2175	101	189	89	72	METR	1.9711190934337879	5	62	0.16129032258064516	1.903225806451613	0.03120042305658382	0	1.098612
2200	105	197	93	75	METR	1.85816586254734	5	63	0.1746031746031746	1.8412698412698412	0.029697900665642603	0	1.098612
2225	126	238	113	85	METR	2.1368322221182483	5	82	0.2073170731707317	2.2439024390243905	0.027702499247214695	0	1.098612
2250	164	314	151	106	METR	2.3867934154670554	4	109	0.1651376146788991	2.311926605504587	0.021406727828746176	0	0.916291
2275	169	324	156	110	METR	2.425445483497318	4	111	0.17117117117117117	2.324324324324324	0.02113022113022113	0	0.916291
2300	182	349	168	112	METR	2.019671667914999	4	118	0.17796610169491525	2.2033898305084745	0.018832391713747645	0	0.916291
2325	187	358	172	124	METR	2.9073906446480056	4	120	0.125	2.1166666666666667	0.017787114845938375	0	0.916291
2350	195	372	178	134	METR	3.210317224747935	4	128	0.1015625	2.25	0.017716535433070866	0	0.916291
2375	222	426	205	145	METR	2.944618228270497	4	148	0.18243243243243243	2.4054054054054053	0.016363302077587794	0	0.916291
2400	238	458	221	152	METR	2.1949610051360753	4	162	0.17901234567901234	2.6790123456790123	0.016639828234031134	0	0.916291
2425	242	465	224	155	METR	2.361889211649091	4	166	0.21686746987951808	2.602409638554217	0.015772179627601315	0	0.916291
2450	333	646	314	227	METR	3.089305160792315	4	260	0.25769230769230766	2.923076923076923	0.011286011286011286	0	0.916291
2475	350	680	331	242	METR	3.3795917291837325	5	271	0.24723247232472326	2.7896678966789668	0.010332103321033211	0	1.098612
2500	345	673	329	242	METR	2.828334587913462	4	265	0.24528301886792453	2.739622641509434	0.010377358490566037	0	0.916291
2525	343	669	327	238	METR	3.082043991172255	4	267	0.23595505617977527	2.7265917602996255	0.010250344963532427	0	0.916291
2550	330	645	316	231	METR	3.1514623635456784	4	254	0.1889763779527559	2.661417322834646	0.010519436058634963	0	1.386294
2575	326	637	312	218	METR	2.640643047222909	5	234	0.14102564102564102	2.4786324786324787	0.010637907633615789	0	1.609438
2600	336	657	322	189	METR	2.512943244684871	5	194	0.16494845360824742	2.0309278350515463	0.010522942150526148	0	1.609438
2625	276	534	259	174	METR	2.714538518102933	6	168	0.14285714285714285	1.9761904761904763	0.011833475905332192	0	1.252763
2650	250	481	232	148	METR	2.707848940148712	5	134	0.08955223880597014	1.7462686567164178	0.013129839524183593	0	1.098612
2675	252	482	231	156	METR	1.523060881467644	7	146	0.0821917808219178	1.5616438356164384	0.01076995748700992	0	1.94591
2700	246	473	228	164	METR	1.1932729365913533	8	149	0.06711409395973154	1.5033557046979866	0.010157808815526937	0	2.079442
2725	264	510	247	171	METR	0.7386165807753524	7	164	0.06707317073170732	1.7317073170731707	0.01062397127038755	0	1.94591
2750	251	484	234	140	FRAG	nan	2	131	0.08396946564885496	1.816793893129771	0.013975337639459778	0	0.405465
2775	181	345	166	117	SW	nan	2	116	0.10344827586206896	2.189655172413793	0.01904047976011994	0	0.405465
2800	157	304	148	116	SW	nan	2	122	0.12295081967213115	2.3278688524590163	0.01923858555751253	0	0.405465
2825	160	308	149	114	SW	nan	2	116	0.13793103448275862	2.206896551724138	0.019190404797601198	0	0.405465
2850	185	357	173	133	SW	nan	3	136	0.1323529411764706	2.264705882352941	0.016775599128540306	0	0.693147
2875	270	526	257	189	SW	nan	3	212	0.1179245283018868	2.556603773584906	0.012116605562013771	0	0.693147
2900	287	561	275	203	SW	nan	3	228	0.12280701754385964	2.526315789473684	0.011129144447020635	0	0.693147
2925	316	620	305	233	SW	nan	3	253	0.15019762845849802	2.5454545454545454	0.010101010101010102	0	0.693147
2950	328	643	316	245	SW	nan	3	264	0.14772727272727273	2.462121212121212	0.009361677612628183	0	0.693147
2975	327	641	315	238	SW	nan	3	249	0.13654618473895583	2.2409638554216866	0.009036144578313253	0	0.693147
3000	369	723	355	246	METR	3.0735118572135622	4	266	0.09398496240601503	2.1954887218045114	0.0082848631011491	0	0.916291
3025	469	922	454	289	SW	nan	3	348	0.08908045977011494	2.5057471264367814	0.007221173275033953	0	0.693147
3050	470	922	453	287	SW	nan	3	336	0.07142857142857142	2.3511904761904763	0.007018479033404406	0	0.693147
3075	437	857	421	254	SW	nan	3	287	0.06620209059233449	2.1742160278745644	0.007602153943617358	0	0.693147
3100	421	820	400	254	SW	nan	3	272	0.07352941176470588	2.1544117647058822	0.007949858910353809	0	0.693147
3125	408	793	386	257	METR	4.1355133488434195	4	267	0.07116104868913857	2.1198501872659175	0.007969361606262848	0	0.916291
3150	395	765	371	233	METR	3.982156997487794	4	240	0.07916666666666666	2.0166666666666666	0.008437935843793584	0	0.916291
3175	370	712	343	201	SW	nan	3	198	0.08585858585858586	1.8181818181818181	0.009229349330872173	0	0.693147
3200	339	648	310	201	METR	3.1509308540461127	4	171	0.07017543859649122	1.5321637426900585	0.009012727898176814	0	0.916291
3225	325	619	295	200	SW	nan	3	163	0.08588957055214724	1.4723926380368098	0.009088843444671665	0	0.693147
3250	396	755	360	239	METR	2.7934722855048904	5	222	0.06306306306306306	1.8108108108108107	0.008193714076067017	0	1.098612
3275	443	842	400	269	METR	3.234257187611088	4	266	0.06015037593984962	2.075187969924812	0.007830897999716271	0	0.916291
3300	478	910	433	297	METR	3.744908484878518	4	303	0.0594059405940594	2.2706270627062706	0.0075186326579677835	0	0.916291
3325	468	897	430	301	METR	4.434254781627981	4	320	0.059375	2.30625	0.007229623824451411	0	0.916291
3350	470	900	431	314	METR	4.258848832716152	4	326	0.05828220858895705	2.3006134969325154	0.0070788107597923545	0	0.916291
3375	526	1002	477	324	METR	3.116350218296712	5	350	0.08285714285714285	2.5714285714285716	0.007367990176013099	0	1.609438
3400	546	1039	494	324	METR	4.13509830524611	4	355	0.08169014084507042	2.5971830985915494	0.007336675419750139	0	0.916291
3425	526	999	474	291	METR	4.09105358804152	4	315	0.08888888888888889	2.653968253968254	0.008452128197351126	0	0.916291
3450	468	885	418	259	METR	3.995523538713076	4	271	0.0959409594095941	2.6125461254612548	0.00967609676096761	0	0.916291
3475	421	789	369	234	METR	3.4506081634261347	5	223	0.09417040358744394	2.5560538116591927	0.011513755908374742	0	1.098612
3500	380	709	331	195	SW	nan	3	173	0.10982658959537572	2.4277456647398843	0.014114800376394676	0	0.693147
3525	331	615	285	159	METR	2.811030840577822	4	136	0.16176470588235295	2.1176470588235294	0.01568627450980392	0	0.916291
3550	267	499	233	138	METR	2.940266765969417	5	117	0.18803418803418803	2.4444444444444446	0.0210727969348659	0	1.098612
3575	262	492	231	146	METR	1.967825904590677	5	129	0.08527131782945736	2.3410852713178296	0.018289728682170544	0	1.609438
3600	253	475	223	139	METR	2.0375605170635467	5	120	0.09166666666666666	2.316666666666667	0.01946778711484594	0	1.098612
3625	256	480	227	153	METR	1.7996220020709632	6	136	0.09558823529411764	2.264705882352941	0.016775599128540306	0	1.252763
3650	226	428	204	131	METR	1.8699971230954775	6	127	0.10236220472440945	2.2992125984251968	0.01824771903512061	0	1.252763
3675	204	387	185	130	METR	1.8746545092194078	5	121	0.12396694214876033	2.2148760330578514	0.018457300275482095	0	1.098612
3700	260	500	242	171	METR	2.605501455952533	5	181	0.10497237569060773	2.6629834254143647	0.014794352363413137	0	1.098612
3725	310	603	294	198	METR	1.8610785391837346	5	226	0.16371681415929204	2.9734513274336285	0.013215339233038349	0	1.098612
3750	295	575	281	200	METR	3.242036220312767	4	218	0.16972477064220184	2.908256880733945	0.013402105441170254	0	0.916291
3775	294	569	276	202	METR	1.951776200271141	4	211	0.16587677725118483	2.796208530805687	0.01331527871812232	0	0.916291
3800	288	555	268	193	METR	2.585890414459343	5	197	0.17258883248730963	2.700507614213198	0.013778100072516316	0	1.098612
3825	297	575	279	197	METR	2.600917264267289	4	206	0.1650485436893204	2.70873786407767	0.01321335543452522	0	1.386294
3850	324	625	302	196	METR	3.1782491225724865	4	224	0.16071428571428573	2.625	0.011771300448430493	0	0.916291
3875	323	624	302	177	METR	2.9694081470220413	4	203	0.08866995073891626	2.4039408866995076	0.011900697458908453	0	0.916291
3900	327	632	306	195	METR	3.0971787594485605	4	215	0.09302325581395349	2.3627906976744186	0.011041078026515974	0	0.916291
3925	305	589	285	184	SW	nan	3	196	0.07653061224489796	2.4081632653061225	0.012349555206698063	0	0.693147
3950	301	581	281	191	SW	nan	3	207	0.07246376811594203	2.463768115942029	0.01196003939777684	0	0.693147
3975	310	599	290	191	SW	nan	3	200	0.075	2.29	0.011507537688442211	0	0.693147
4000	305	587	283	184	METR	3.377565863295163	4	188	0.06914893617021277	2.148936170212766	0.011491637273865058	0	0.916291
