epoch	V	E	b1H	b1S	label	d_cal	npts	n_alive_cyc	ov_lcc	ov_meandeg	ov_density	degenerate	w_cont
1800	304	546	243	169	SW	nan	3	141	0.10638297872340426	1.7730496453900708	0.012664640324214792	0	0.693147
1825	319	575	257	181	METR	2.7794882792782882	4	163	0.12883435582822086	2.098159509202454	0.012951601908657124	0	0.916291
1850	346	625	280	205	METR	3.4233154078705477	4	193	0.10880829015544041	2.1243523316062176	0.01106433506044905	0	0.916291
1875	364	662	299	212	METR	3.110507485916896	4	203	0.08374384236453201	1.9113300492610839	0.009462029946837048	0	0.916291
1900	366	664	299	219	METR	3.557382251998109	4	204	0.12254901960784313	2.049019607843137	0.010093692649473582	0	0.916291
1925	372	679	308	230	METR	2.763567334057626	4	217	0.11981566820276497	2.0092165898617513	0.009301928656767367	0	0.916291
1950	367	670	304	215	SW	nan	3	204	0.11764705882352941	1.8529411764705883	0.009127789046653144	0	0.693147
1975	348	631	284	189	METR	3.2701337529473955	4	184	0.11956521739130435	1.7717391304347827	0.009681634592539796	0	1.386294
2000	341	617	277	171	SW	nan	3	170	0.12941176470588237	1.7058823529411764	0.010093978419770276	0	0.693147
2025	312	562	251	157	SW	nan	3	148	0.10810810810810811	1.5675675675675675	0.010663724949439235	0	0.693147
2050	300	541	242	158	METR	2.747423118462412	4	147	0.05442176870748299	1.4149659863945578	0.009691547852017519	0	0.916291
2075	304	555	252	165	METR	2.488975663967656	4	163	0.07975460122699386	1.7546012269938651	0.010830871771567068	0	0.916291
2100	289	528	240	168	METR	2.4862993818300163	4	159	0.1069182389937107	1.7735849056603774	0.011225220921901122	0	0.916291
2125	272	496	225	152	METR	3.1044218955408214	5	142	0.08450704225352113	1.6338028169014085	0.011587254020577364	0	1.098612
2150	279	513	235	150	METR	2.3129960487067196	5	144	0.125	2.0972222222222223	0.014665889665889666	0	1.098612
2175	275	507	233	156	METR	2.078931293878064	4	157	0.11464968152866242	2.254777070063694	0.014453699167074964	0	0.916291
2200	293	544	252	175	METR	2.6520059859077705	6	171	0.13450292397660818	2.304093567251462	0.013553491572067424	0	1.252763
2225	329	617	289	204	METR	2.7578801725518254	5	208	0.11057692307692307	2.4903846153846154	0.012030843552582684	0	1.098612
2250	315	591	277	193	METR	3.4404614186719726	5	194	0.11855670103092783	2.3092783505154637	0.01196517280059826	0	1.098612
2275	321	600	280	185	METR	2.697177535508514	5	185	0.12432432432432433	2.2162162162162162	0.012044653349001176	0	1.098612
2300	326	609	284	197	METR	2.819066595077344	5	187	0.0962566844919786	1.967914438502674	0.010580185153240182	0	1.098612
2325	304	563	260	166	METR	2.9907795601339897	5	163	0.08588957055214724	1.803680981595092	0.01113383321972279	0	1.098612
2350	288	531	244	160	METR	3.060560554384301	5	149	0.0738255033557047	1.7583892617449663	0.011881008525303827	0	1.098612
2375	258	471	214	128	METR	2.642047958544749	6	116	0.06896551724137931	1.3275862068965518	0.011544227886056972	0	1.252763
2400	261	474	214	140	METR	1.7040591591586323	8	126	0.0873015873015873	1.3492063492063493	0.010793650793650795	0	1.504077
2425	258	472	215	131	METR	2.593033684805119	6	116	0.09482758620689655	1.2758620689655173	0.011094452773613194	0	1.252763
2450	261	476	216	128	METR	1.9826087326933146	8	111	0.0990990990990991	1.2432432432432432	0.011302211302211302	0	1.504077
2475	247	447	201	118	METR	2.0182055066668236	7	101	0.10891089108910891	1.2277227722772277	0.012277227722772278	0	1.386294
2500	235	424	190	121	METR	1.7228633834767273	8	100	0.11	1.22	0.012323232323232323	0	1.504077
2525	214	389	176	109	METR	1.6345161193340263	7	96	0.1875	1.6458333333333333	0.01732456140350877	0	1.386294
2550	205	378	174	118	METR	0.9496296958716636	9	109	0.5045871559633027	2.8440366972477062	0.026333673122663947	0	2.197225
2575	238	441	204	131	METR	0.451440691254428	8	140	0.7357142857142858	3.9714285714285715	0.02857142857142857	0	2.079442
2600	226	418	194	144	METR	0.9565312506306413	9	154	0.8311688311688312	4.1688311688311686	0.02724726254138019	0	2.197225
2625	237	448	212	157	SW	nan	2	185	0.9297297297297298	4.291891891891892	0.023325499412455934	0	0.405465
2650	195	385	191	156	SW	nan	1	180	0.9777777777777777	4.444444444444445	0.024829298572315334	0	nan
2675	203	403	201	170	SW	nan	2	191	0.9738219895287958	4.460732984293194	0.023477542022595756	0	0.405465
2700	242	481	240	193	SW	nan	3	225	0.9555555555555556	4.417777777777777	0.01972222222222222	0	1.098612
2725	281	559	279	220	SW	nan	3	254	0.9566929133858267	4.251968503937008	0.016806199620304378	0	1.098612
2750	304	605	302	224	SW	nan	2	262	0.9465648854961832	4.022900763358779	0.015413412886432103	0	0.405465
2775	329	655	327	236	SW	nan	3	270	0.8740740740740741	3.4592592592592593	0.012859699848547432	0	1.098612
2800	378	753	376	267	SW	nan	3	303	0.66996699669967	3.1947194719471947	0.010578541297838393	0	1.098612
2825	419	834	416	300	SW	nan	2	333	0.6006006006006006	3.141141141141141	0.009461268497413076	0	0.405465
2850	415	824	410	293	SW	nan	2	321	0.5763239875389408	3.102803738317757	0.00969626168224299	0	0.405465
2875	447	887	441	311	SW	nan	3	341	0.5777126099706745	2.9560117302052786	0.008694152147662584	0	1.098612
2900	445	882	438	316	SW	nan	2	333	0.42042042042042044	2.7567567567567566	0.008303484207098664	0	0.405465
2925	475	942	468	319	SW	nan	3	337	0.1632047477744807	2.4688427299703264	0.007347746220149781	0	1.098612
2950	493	971	479	308	SW	nan	3	327	0.1651376146788991	2.4220183486238533	0.007429504136882985	0	1.098612
2975	484	945	462	301	SW	nan	3	321	0.1838006230529595	2.467289719626168	0.007710280373831775	0	1.098612
3000	458	887	430	303	METR	3.985330538492344	4	303	0.2079207920792079	2.4356435643564356	0.008065044915087536	0	1.386294
3025	461	895	435	290	METR	3.592930220048567	4	288	0.1111111111111111	2.1527777777777777	0.007500967866821525	0	1.386294
3050	442	854	413	266	SW	nan	3	260	0.11538461538461539	2.0692307692307694	0.007989307989307989	0	0.693147
3075	415	784	370	210	SW	nan	3	196	0.11734693877551021	1.683673469387755	0.008634222919937205	0	1.098612
3100	374	701	328	196	SW	nan	2	172	0.12209302325581395	1.441860465116279	0.008431932544539644	0	0.405465
3125	348	652	305	183	SW	nan	3	154	0.05844155844155844	1.2857142857142858	0.008403361344537815	0	1.098612
3150	305	561	257	148	SW	nan	2	108	0.07407407407407407	1.037037037037037	0.009691934925579786	0	0.405465
3175	295	537	243	148	SW	nan	3	107	0.12149532710280374	1.2897196261682242	0.01216716628460589	0	0.693147
3200	285	517	233	146	SW	nan	3	103	0.1262135922330097	1.203883495145631	0.011802779364172854	0	0.693147
3225	294	537	244	160	METR	3.0667940654013046	4	123	0.11382113821138211	1.1219512195121952	0.009196321471411436	0	1.386294
3250	294	538	245	163	SW	nan	3	125	0.112	1.2	0.00967741935483871	0	0.693147
3275	281	510	230	163	SW	nan	3	121	0.08264462809917356	1.1074380165289257	0.009228650137741047	0	0.693147
3300	322	590	269	189	METR	2.9852693557627283	4	162	0.08024691358024691	1.5185185185185186	0.009431792040487693	0	0.916291
3325	368	685	318	232	METR	3.3271881812628727	4	204	0.07352941176470588	1.6764705882352942	0.00825847580411475	0	0.916291
3350	371	689	319	237	METR	3.801554683725398	4	204	0.08333333333333333	1.7745098039215685	0.008741427605524968	0	0.916291
3375	380	706	327	237	SW	nan	3	203	0.08374384236453201	1.8817733990147782	0.009315709896112764	0	0.693147
3400	409	763	355	270	SW	nan	3	237	0.08016877637130802	2.0759493670886076	0.008796395623256811	0	0.693147
3425	406	759	354	257	SW	nan	3	234	0.0811965811965812	2.0	0.008583690987124463	0	0.693147
3450	400	746	347	249	SW	nan	3	221	0.08597285067873303	1.9457013574660633	0.008844097079391197	0	0.693147
3475	417	781	365	250	METR	3.25910888819317	4	226	0.084070796460177	1.9380530973451326	0.008613569321533922	0	1.386294
3500	486	917	432	288	METR	3.3539725548901256	5	280	0.05357142857142857	1.9428571428571428	0.006963645673323093	0	1.098612
3525	565	1078	514	342	METR	3.078646089712823	5	353	0.05099150141643059	2.2436260623229463	0.006373937677053824	0	1.098612
3550	565	1078	514	335	METR	3.341927508870035	5	349	0.05157593123209169	2.2521489971346704	0.0064716925205019265	0	1.098612
3575	594	1138	545	372	METR	3.5394077043839065	5	395	0.04810126582278481	2.359493670886076	0.005988562616462122	0	1.098612
3600	623	1195	573	401	METR	3.55611125914038	5	435	0.04827586206896552	2.4275862068965517	0.005593516605752424	0	1.098612
3625	644	1235	592	425	METR	2.704573429296409	5	462	0.0735930735930736	2.5281385281385282	0.005484031514400278	0	1.098612
3650	680	1306	627	433	METR	3.228187198307851	6	469	0.06823027718550106	2.4690831556503197	0.00527581870865453	0	1.252763
3675	658	1261	604	397	METR	3.3992117255983354	6	429	0.07459207459207459	2.4615384615384617	0.005751258087706686	0	1.252763
3700	625	1194	570	368	METR	2.860740789611821	6	388	0.08247422680412371	2.3969072164948453	0.006193558698953089	0	1.252763
3725	562	1063	502	323	METR	2.780944489004934	5	319	0.09090909090909091	2.1818181818181817	0.00686106346483705	0	1.098612
3750	524	983	460	285	METR	2.163219091465925	6	273	0.08058608058608059	1.89010989010989	0.006948933419521654	0	1.791759
3775	543	1013	471	267	METR	2.2232116322473874	6	275	0.20727272727272728	2.24	0.008175182481751826	0	1.252763
3800	440	809	371	196	METR	2.1398276231960627	7	206	0.1262135922330097	2.3592233009708736	0.011508406346199384	0	1.386294
3825	347	645	299	181	METR	2.1085599577704013	7	163	0.15950920245398773	2.085889570552147	0.012875861546618192	0	1.386294
3850	333	619	287	177	METR	1.7196608740719326	6	155	0.16774193548387098	2.1161290322580646	0.013741097612065354	0	1.252763
3875	324	596	273	167	METR	2.0956424378993947	5	153	0.16993464052287582	2.0784313725490198	0.013673890608875128	0	1.098612
3900	329	603	275	160	METR	2.174808917933125	6	137	0.15328467153284672	1.9854014598540146	0.014598540145985401	0	1.252763
3925	312	572	261	143	METR	2.055681900752891	6	143	0.15384615384615385	2.041958041958042	0.014379986210972126	0	1.252763
3950	283	520	238	141	METR	2.2901206514722015	6	139	0.12949640287769784	1.841726618705036	0.01334584506307997	0	1.252763
3975	266	483	218	143	METR	2.6162874369031766	5	125	0.088	1.792	0.014451612903225806	0	1.098612
4000	343	631	289	201	METR	1.6646757206359608	7	197	0.07106598984771574	2.3857868020304567	0.012172381643012535	0	1.94591
