epoch	V	b1H	b1S	label	npts	d_cal	slope	wcont	occ2ecc
10	5	3	3	SW	0	nan	nan	nan	1.0
20	14	12	8	SW	0	nan	nan	0.20877467957137866	0.7142857142857143
30	25	23	17	SW	1	nan	nan	0.5296068991126989	0.76
40	32	30	24	SW	1	nan	nan	0.5219366989284461	0.8125
50	36	34	27	SW	1	nan	nan	0.5440622763830216	0.8055555555555556
60	40	38	31	SW	1	nan	nan	0.5667804417108745	0.825
70	51	49	38	SW	1	nan	nan	0.7302270788056971	0.7843137254901961
80	63	61	45	SW	2	nan	nan	0.8469751669124471	0.746031746031746
90	69	67	49	SW	2	nan	nan	0.8766679850183524	0.7391304347826086
100	72	70	52	SW	1	nan	nan	0.817115935204323	0.75
110	83	81	58	SW	1	nan	nan	0.9032967227300597	0.7228915662650602
120	94	92	67	SW	2	nan	nan	1.030439201084473	0.7340425531914894
130	131	129	92	SW	2	nan	nan	1.0023115480021405	0.7175572519083969
140	141	139	102	SW	3	nan	nan	1.165591274250837	0.7375886524822695
150	143	141	103	SW	2	nan	nan	1.1309116740239507	0.7412587412587412
160	150	148	106	SW	2	nan	nan	0.9875370356631816	0.7266666666666667
170	156	154	107	SW	2	nan	nan	0.9702067673295464	0.7051282051282052
180	152	150	105	SW	2	nan	nan	0.9280413070532252	0.7039473684210527
190	147	145	104	SW	2	nan	nan	0.8988881343649787	0.7210884353741497
200	147	145	106	SW	1	nan	nan	0.9643892986476623	0.7346938775510204
210	152	150	110	SW	1	nan	nan	1.031923130951602	0.7368421052631579
220	156	154	112	SW	2	nan	nan	0.9958080901478797	0.7307692307692307
230	148	146	106	SW	2	nan	nan	0.9477181686400761	0.7364864864864865
240	150	148	110	SW	2	nan	nan	0.8757124284734141	0.7533333333333333
250	147	145	108	SW	2	nan	nan	0.8480398914300226	0.7482993197278912
260	156	154	104	SW	2	nan	nan	0.9242973352003528	0.6858974358974359
270	166	164	100	SW	2	nan	nan	0.9986989628099248	0.6144578313253012
280	182	180	114	SW	3	nan	nan	1.1058758567459925	0.6373626373626373
290	186	184	120	SW	3	nan	nan	1.1243698368794477	0.6559139784946236
300	182	180	128	SW	3	nan	nan	1.2055603100249437	0.7197802197802198
310	199	197	149	SW	3	nan	nan	1.2107873263063471	0.7638190954773869
320	204	202	150	SW	3	nan	nan	1.1407859229074655	0.7549019607843137
330	209	206	150	SW	3	nan	nan	1.1369258264285642	0.7320574162679426
340	217	215	153	SW	2	nan	nan	1.0533436605695277	0.7188940092165899
350	230	227	166	SW	2	nan	nan	1.0493710739965485	0.7347826086956522
360	240	238	173	SW	2	nan	nan	1.071756223953494	0.7333333333333333
370	247	244	182	SW	2	nan	nan	1.0563814074872615	0.7489878542510121
380	243	241	185	SW	2	nan	nan	1.0400908472131754	0.7695473251028807
390	266	264	196	SW	2	nan	nan	1.0503049877383617	0.7443609022556391
400	270	268	199	SW	2	nan	nan	1.0329395460611583	0.7444444444444445
410	263	261	195	SW	2	nan	nan	1.0121998803741181	0.752851711026616
420	258	256	178	SW	2	nan	nan	1.0205055797583151	0.7015503875968992
430	251	249	161	SW	2	nan	nan	1.0261374548669406	0.6533864541832669
440	238	236	145	SW	2	nan	nan	1.0627222269749208	0.6176470588235294
450	217	213	141	SW	2	nan	nan	1.0334578954821334	0.6589861751152074
460	222	220	146	SW	2	nan	nan	1.0322529330704981	0.6666666666666666
470	238	236	161	SW	2	nan	nan	1.0770639056130475	0.6848739495798319
480	216	214	156	SW	2	nan	nan	0.9229345823431019	0.7314814814814815
490	221	219	162	SW	2	nan	nan	0.9674879985701662	0.7420814479638009
500	221	218	154	SW	3	nan	nan	1.2390174731112764	0.7104072398190046
510	223	221	157	SW	3	nan	nan	1.212095996384358	0.7130044843049327
520	218	216	153	SW	2	nan	nan	1.1092466940495365	0.7110091743119266
530	227	225	154	SW	3	nan	nan	1.1209469742826268	0.6872246696035242
540	235	233	151	SW	2	nan	nan	1.0795214198535725	0.6553191489361702
550	234	232	151	SW	2	nan	nan	1.0630525584626778	0.6581196581196581
560	222	220	158	SW	2	nan	nan	0.9555063175859424	0.7297297297297297
570	219	217	158	SW	2	nan	nan	0.9416940583783044	0.7351598173515982
580	218	216	157	SW	2	nan	nan	0.9595410987817071	0.7339449541284404
590	224	222	155	SW	2	nan	nan	0.9775666823008591	0.7008928571428571
600	232	230	151	SW	2	nan	nan	1.0056339347779872	0.6594827586206896
610	260	258	160	SW	2	nan	nan	1.0300675904486878	0.6230769230769231
620	281	278	177	SW	2	nan	nan	1.0165564661660895	0.6370106761565836
630	272	270	184	SW	2	nan	nan	1.042369037073464	0.6875
640	246	243	162	SW	3	nan	nan	1.1288121458193923	0.6707317073170732
650	237	234	163	SW	2	nan	nan	1.1749988712508297	0.70042194092827
660	231	228	154	SW	2	nan	nan	1.0421498593187908	0.683982683982684
670	229	226	155	SW	2	nan	nan	1.164659983166861	0.6855895196506551
680	230	228	162	SW	3	nan	nan	1.1265832416198276	0.7130434782608696
690	238	235	163	SW	2	nan	nan	1.0715345658474402	0.6932773109243697
700	241	239	168	SW	2	nan	nan	0.9979317655271612	0.7053941908713693
710	232	230	164	SW	2	nan	nan	0.9866823966265985	0.7155172413793104
720	226	224	158	SW	2	nan	nan	0.9791485240501155	0.7123893805309734
730	230	228	162	SW	2	nan	nan	0.939325400372418	0.7130434782608696
740	241	239	171	SW	2	nan	nan	0.9111506281498235	0.7178423236514523
750	264	262	173	SW	3	nan	nan	1.1561681605129452	0.6628787878787878
760	275	273	156	SW	3	nan	nan	1.186059962883488	0.5745454545454546
770	256	254	152	SW	2	nan	nan	1.0730575226806969	0.609375
780	248	245	156	SW	2	nan	nan	1.023230179189596	0.6491935483870968
790	221	218	159	SW	2	nan	nan	1.1956161343471965	0.7285067873303167
800	222	219	167	SW	2	nan	nan	1.127832530511987	0.7612612612612613
810	229	227	169	SW	3	nan	nan	1.1225824760032268	0.7467248908296943
820	241	239	163	SW	3	nan	nan	1.123883227087297	0.6846473029045643
830	229	227	150	SW	3	nan	nan	1.122025975666626	0.6637554585152838
840	220	218	141	SW	2	nan	nan	1.0929758346555518	0.65
850	203	201	140	SW	2	nan	nan	1.0244498900113934	0.7044334975369458
860	205	203	148	SW	2	nan	nan	0.9495758027550341	0.7317073170731707
870	213	211	157	SW	2	nan	nan	0.9558996523820827	0.7464788732394366
880	227	225	162	SW	2	nan	nan	0.9761214722185143	0.7224669603524229
890	252	250	165	SW	2	nan	nan	0.9963616206804691	0.6626984126984127
900	237	235	150	SW	2	nan	nan	1.0736790465154935	0.6413502109704642
910	220	217	142	SW	2	nan	nan	0.988340549385295	0.6636363636363637
920	204	201	136	SW	2	nan	nan	1.130639641309079	0.6862745098039216
930	221	219	150	SW	3	nan	nan	1.147742367470302	0.6877828054298643
940	233	231	162	SW	3	nan	nan	1.1043976828974065	0.7081545064377682
950	228	226	159	SW	2	nan	nan	1.067466407249796	0.706140350877193
960	238	236	166	SW	2	nan	nan	1.0311603481981542	0.7058823529411765
970	248	246	177	SW	2	nan	nan	1.0565853798947473	0.7217741935483871
980	257	255	190	SW	3	nan	nan	1.1461818268852488	0.7509727626459144
990	267	265	193	SW	3	nan	nan	1.1612147788983749	0.7303370786516854
1000	279	277	195	SW	3	nan	nan	1.147712693092736	0.7060931899641577
1010	291	289	197	SW	3	nan	nan	1.1147455072955577	0.6838487972508591
1020	301	299	191	SW	3	nan	nan	1.1049493357667952	0.6411960132890365
1030	303	301	182	SW	3	nan	nan	1.154512910590811	0.6105610561056105
1040	281	279	170	SW	2	nan	nan	1.1648190194413193	0.6156583629893239
1050	260	258	170	SW	2	nan	nan	1.097361552188014	0.6653846153846154
1060	251	249	171	SW	3	nan	nan	1.1189014476339767	0.6892430278884463
1070	260	258	170	SW	2	nan	nan	1.0871240817269656	0.6615384615384615
1080	271	269	174	SW	2	nan	nan	1.036219040475984	0.6494464944649446
1090	264	261	165	SW	2	nan	nan	1.059757039029913	0.6363636363636364
1100	245	243	159	SW	2	nan	nan	1.0261557937745618	0.6612244897959184
1110	247	245	158	SW	2	nan	nan	1.0082374153472342	0.6518218623481782
1120	236	234	149	SW	2	nan	nan	1.0229562328315036	0.6398305084745762
1130	240	238	148	SW	3	nan	nan	1.2546802774240986	0.625
1140	250	248	155	SW	3	nan	nan	1.1956069892613543	0.628
1150	233	230	156	SW	3	nan	nan	1.1781491948710225	0.6781115879828327
1160	242	240	161	SW	3	nan	nan	1.1471782469093592	0.6735537190082644
1170	239	237	168	SW	3	nan	nan	1.1271099960310753	0.7238493723849372
1180	238	235	171	SW	3	nan	nan	1.1587061609083185	0.7310924369747899
1190	245	243	170	SW	3	nan	nan	1.2080013676583796	0.7061224489795919
1200	248	246	170	SW	3	nan	nan	1.1856887743720648	0.6935483870967742
1210	264	262	172	SW	3	nan	nan	1.1663053240465406	0.6590909090909091
1220	254	252	167	SW	3	nan	nan	1.1028491014170272	0.6692913385826772
1230	246	243	152	SW	2	nan	nan	1.086983368027752	0.6300813008130082
1240	238	235	146	SW	3	nan	nan	1.1305834022011665	0.6218487394957983
1250	240	237	151	SW	3	nan	nan	1.1353909876062687	0.6375
1260	236	234	155	SW	2	nan	nan	1.0288162715885925	0.6652542372881356
1270	228	226	150	SW	3	nan	nan	1.1697838270609284	0.6666666666666666
1280	220	218	136	SW	3	nan	nan	1.1799615914879757	0.6272727272727273
1290	217	215	132	SW	3	nan	nan	1.1610652148627059	0.6221198156682027
1300	199	197	128	SW	2	nan	nan	1.0096407380382837	0.6582914572864321
1310	192	190	120	SW	2	nan	nan	0.996899204952847	0.6354166666666666
1320	189	187	117	SW	2	nan	nan	0.9228209596679173	0.6455026455026455
1330	180	177	121	SW	2	nan	nan	1.0704034063889507	0.6944444444444444
1340	182	180	111	SW	3	nan	nan	1.191890895229654	0.6208791208791209
1350	201	199	115	SW	3	nan	nan	1.2640894601277268	0.582089552238806
1360	204	202	121	SW	3	nan	nan	1.143583423765721	0.6029411764705882
1370	182	179	121	SW	2	nan	nan	0.9896142843619473	0.6758241758241759
1380	164	162	119	SW	2	nan	nan	1.0509007305842395	0.7378048780487805
1390	175	173	122	SW	2	nan	nan	1.1437628026713826	0.7085714285714285
1400	176	174	120	SW	3	nan	nan	1.1858905282966805	0.7045454545454546
1410	189	186	126	SW	3	nan	nan	1.1348279102692975	0.6931216931216931
1420	203	200	127	SW	2	nan	nan	1.07780820746138	0.6354679802955665
1430	205	203	128	SW	2	nan	nan	1.0678568287198151	0.6341463414634146
1440	208	205	132	SW	2	nan	nan	1.0002528064411582	0.6442307692307693
1450	206	204	144	SW	2	nan	nan	0.9814732004036066	0.7087378640776699
1460	210	208	149	SW	3	nan	nan	1.1246601216910341	0.719047619047619
1470	210	208	148	SW	3	nan	nan	1.118970731336619	0.7142857142857143
1480	220	218	144	SW	2	nan	nan	1.1525591812275378	0.6636363636363637
1490	223	221	141	SW	2	nan	nan	1.1518101456031935	0.6457399103139013
1500	209	207	139	SW	2	nan	nan	1.106822379184722	0.6746411483253588
