epoch	V	phase	subphase	label
10	7	growth	-	SW
20	20	growth	-	SW
30	35	growth	-	SW
40	46	growth	-	SW
50	79	growth	-	SW
60	112	growth	-	SW
70	126	growth	-	SW
80	131	growth	-	SW
90	138	growth	-	SW
100	149	growth	-	SW
110	153	growth	-	SW
120	154	growth	-	SW
130	178	growth	-	SW
140	199	growth	-	SW
150	221	growth	-	SW
160	232	growth	-	SW
170	236	growth	-	SW
180	240	growth	-	SW
190	242	growth	-	SW
200	243	growth	-	SW
210	250	growth	-	SW
220	267	growth	-	SW
230	307	growth	-	SW
240	361	growth	-	SW
250	414	growth	-	SW
260	467	growth	-	SW
270	500	growth	-	SW
280	536	growth	-	SW
290	548	growth	-	SW
300	571	growth	-	SW
310	581	growth	-	SW
320	608	growth	-	SW
330	616	growth	-	SW
340	619	growth	-	SW
350	629	growth	-	SW
360	635	growth	-	SW
370	631	growth	-	SW
380	633	growth	-	SW
390	646	growth	-	SW
400	666	growth	-	SW
410	688	growth	-	METR
420	732	growth	-	METR
430	763	growth	-	SW
440	771	growth	-	METR
450	780	growth	-	METR
460	764	growth	-	SW
470	744	growth	-	SW
480	726	growth	-	SW
490	728	growth	-	METR
500	735	growth	-	METR
510	738	growth	-	METR
520	743	growth	-	METR
530	741	growth	-	METR
540	734	growth	-	METR
550	740	growth	-	SW
560	736	growth	-	SW
570	727	growth	-	SW
580	721	growth	-	SW
590	715	growth	-	SW
600	711	growth	-	METR
610	693	growth	-	METR
620	684	contraction	shedding	METR
630	676	contraction	shedding	METR
640	647	contraction	shedding	METR
650	624	contraction	shedding	SW
660	599	contraction	shedding	SW
670	571	contraction	shedding	SW
680	549	contraction	shedding	METR
690	525	contraction	shedding	SW
700	502	contraction	shedding	METR
710	509	contraction	shedding	METR
720	507	contraction	shedding	METR
730	484	contraction	shedding	METR
740	471	contraction	shedding	METR
750	453	contraction	shedding	METR
760	434	contraction	shedding	METR
770	416	contraction	shedding	SW
780	401	contraction	shedding	METR
790	381	contraction	shedding	SW
800	366	contraction	shedding	METR
810	353	contraction	shedding	METR
820	336	contraction	shedding	SW
830	322	contraction	shedding	METR
840	314	contraction	shedding	SW
850	302	contraction	shedding	METR
860	290	contraction	shedding	METR
870	264	contraction	shedding	SW
880	230	contraction	shedding	METR
890	219	contraction	shedding	SW
900	206	contraction	shedding	SW
910	195	contraction	consolidation	SW
920	179	contraction	consolidation	SW
930	176	contraction	consolidation	SW
940	174	contraction	consolidation	SW
950	168	contraction	consolidation	SW
960	166	contraction	consolidation	SW
970	155	contraction	consolidation	SW
980	151	contraction	consolidation	METR
990	157	contraction	consolidation	METR
1000	167	contraction	consolidation	METR
1010	179	contraction	consolidation	SW
1020	172	contraction	consolidation	FRAG
1030	178	contraction	consolidation	FRAG
1040	174	contraction	consolidation	FRAG
1050	178	contraction	consolidation	FRAG
1060	194	contraction	consolidation	SW
1070	199	contraction	consolidation	SW
1080	220	contraction	consolidation	SW
1090	212	contraction	consolidation	SW
1100	201	contraction	consolidation	SW
1110	192	contraction	consolidation	SW
1120	189	growth	-	SW
1130	213	growth	-	SW
1140	263	growth	-	SW
1150	296	growth	-	SW
1160	329	growth	-	SW
1170	353	growth	-	SW
1180	384	growth	-	SW
1190	407	growth	-	SW
1200	418	growth	-	SW
1210	436	growth	-	SW
1220	452	growth	-	SW
1230	464	growth	-	SW
1240	475	growth	-	SW
1250	489	growth	-	SW
1260	501	growth	-	SW
1270	511	growth	-	SW
1280	514	growth	-	SW
1290	552	growth	-	SW
1300	554	growth	-	SW
1310	562	growth	-	SW
1320	578	growth	-	SW
1330	579	growth	-	SW
1340	580	growth	-	SW
1350	575	growth	-	SW
1360	564	growth	-	SW
1370	575	growth	-	SW
1380	575	growth	-	SW
1390	563	growth	-	SW
1400	560	growth	-	SW
1410	560	growth	-	SW
1420	549	growth	-	SW
1430	542	growth	-	SW
1440	534	growth	-	SW
1450	523	growth	-	SW
1460	523	growth	-	SW
1470	531	growth	-	SW
1480	520	growth	-	SW
1490	520	growth	-	SW
1500	490	growth	-	SW
