epoch	V	b1H	b1S	label	npts	d_cal	slope	wcont	occ2ecc
520	392	368	207	METR	4	2.683062502429901	2.0415312512149506	1.4748357359346356	0.6454081632653061
530	369	335	211	METR	4	3.1394453940709255	2.269722697035463	1.477312708996566	0.6883468834688347
540	355	324	214	SW	3	nan	nan	1.3613512067746585	0.7295774647887324
550	352	320	213	SW	3	nan	nan	1.3354737208396679	0.7386363636363636
560	342	311	214	SW	3	nan	nan	1.219425851286991	0.7748538011695907
570	340	309	212	SW	3	nan	nan	1.3509195739084718	0.7647058823529411
580	334	302	208	SW	3	nan	nan	1.2904931514109983	0.7634730538922155
590	342	307	215	SW	3	nan	nan	1.360098461630083	0.7514619883040936
600	353	317	228	SW	3	nan	nan	1.3637705535462863	0.7620396600566572
610	358	324	229	SW	3	nan	nan	1.35796021510588	0.7653631284916201
620	378	342	249	METR	4	3.2939849030421398	2.34699245152107	1.44044723161121	0.7751322751322751
630	400	363	264	METR	4	3.2213097681258542	2.3106548840629273	1.4404005499858858	0.7725
640	415	378	265	METR	4	3.1698260788547623	2.2849130394273813	1.436394277626556	0.7493975903614458
650	411	376	261	METR	4	3.7853583268255453	2.592679163412773	1.4221911657992665	0.7493917274939172
660	414	377	260	SW	3	nan	nan	1.354174441845211	0.7463768115942029
670	412	376	265	SW	3	nan	nan	1.3449714665922112	0.7621359223300971
680	411	374	264	SW	3	nan	nan	1.2360304113101543	0.7664233576642335
690	409	371	258	SW	3	nan	nan	1.3294706674469228	0.7701711491442543
700	408	367	264	METR	4	3.668925249886295	2.534462624943148	1.404466399729131	0.7867647058823529
710	417	374	265	METR	4	3.584793434317956	2.4923967171589783	1.393261349904454	0.7793764988009593
720	433	391	269	SW	3	nan	nan	1.380081736651431	0.7759815242494227
730	447	404	277	METR	4	3.4064384896066784	2.4032192448033394	1.4301998724602878	0.7718120805369127
740	461	421	291	METR	4	3.4140845354330605	2.4070422677165304	1.46703684106435	0.7830802603036876
750	467	424	286	SW	3	nan	nan	1.4465411287153842	0.7665952890792291
760	478	433	291	SW	3	nan	nan	1.4464803601355487	0.7573221757322176
770	470	427	295	METR	4	3.8684663243878137	2.6342331621939072	1.4320111731299014	0.7808510638297872
780	465	421	284	SW	3	nan	nan	1.3892129682265257	0.7612903225806451
790	463	416	281	SW	3	nan	nan	1.306551674015023	0.7602591792656588
800	467	418	284	METR	4	3.852357781351668	2.6261788906758343	1.3975735603620982	0.7558886509635975
810	467	417	297	METR	4	3.788601678989656	2.5943008394948284	1.4202954076791492	0.7926565874730022
820	475	426	301	METR	4	3.605336573008178	2.5026682865040892	1.453969779611821	0.7936842105263158
830	481	433	305	METR	4	3.280024424033938	2.340012212016969	1.594704024856823	0.8004158004158004
840	496	445	313	METR	4	3.2867125147825815	2.343356257391291	1.573388656289573	0.7983870967741935
850	518	466	329	METR	4	3.510924770483542	2.455462385241771	1.6053245190178955	0.7972972972972973
860	533	479	329	METR	4	3.1232195750514817	2.261609787525741	1.594056313986838	0.776735459662289
870	534	473	321	SW	3	nan	nan	1.4901805026316737	0.7509363295880149
880	539	478	324	METR	4	3.638542756345394	2.5192713781726974	1.589706849140728	0.7439703153988868
890	536	474	327	SW	3	nan	nan	1.5195613293777328	0.7593283582089553
900	528	467	312	SW	3	nan	nan	1.4916303676171436	0.7481060606060606
910	526	465	306	SW	3	nan	nan	1.353207750571643	0.7376425855513308
920	510	446	305	SW	3	nan	nan	1.3371055497304518	0.7705882352941177
930	505	437	302	SW	3	nan	nan	1.396331780082197	0.7821782178217822
940	498	432	301	SW	3	nan	nan	1.3464339193734167	0.8052208835341366
950	492	426	296	SW	3	nan	nan	1.4658015911441111	0.806910569105691
960	489	421	291	SW	3	nan	nan	1.411564489615759	0.803680981595092
970	491	420	297	METR	4	3.66644074630945	2.5332203731547254	1.513552145726153	0.8085539714867617
980	493	422	295	METR	4	3.5007882931521825	2.4503941465760914	1.5606881256238885	0.7910750507099391
990	493	419	291	SW	3	nan	nan	1.566461389058225	0.7789046653144016
1000	488	409	274	METR	4	3.2623352504977756	2.331167625248888	1.599222897309023	0.7602459016393442
1010	483	402	263	METR	4	3.512089222956594	2.4560446114782972	1.5847748666918775	0.7349896480331263
1020	473	391	245	METR	4	3.4294923672557385	2.4147461836278694	1.5366139684523146	0.7103594080338267
1030	448	363	229	SW	3	nan	nan	1.5339064474895112	0.7142857142857143
1040	431	347	223	METR	4	3.5308106692556382	2.4654053346278193	1.5087083894047175	0.7215777262180975
1050	421	340	212	METR	4	3.3702820293633264	2.3851410146816634	1.5194797377211438	0.7292161520190024
1060	409	327	206	METR	4	3.4085339264228764	2.4042669632114384	1.4766386072563416	0.7506112469437652
1070	405	319	199	METR	4	3.600303781847769	2.5001518909238847	1.458899363864366	0.7506172839506173
1080	396	306	201	METR	4	3.3033820605237034	2.351691030261852	1.4767471722982322	0.7777777777777778
1090	389	296	192	METR	4	3.4427737565343355	2.421386878267168	1.4440552596853546	0.7789203084832905
1100	375	282	184	METR	4	3.3541925679248727	2.3770962839624366	1.422503824347538	0.776
1110	367	271	171	METR	4	3.587112314908053	2.4935561574540266	1.3891318816624099	0.7602179836512262
1120	355	257	151	METR	4	3.5052389710515026	2.4526194855257515	1.3862446512287268	0.7211267605633803
1130	340	242	138	METR	4	3.577406373013832	2.4887031865069162	1.367850454331737	0.7176470588235294
1140	339	242	132	METR	4	2.980768538956445	2.1903842694782227	1.5755773326792866	0.7020648967551623
1150	336	241	134	METR	4	2.7519348400036714	2.075967420001836	1.6313360035502198	0.7291666666666666
1160	329	232	125	METR	4	2.7772419125202505	2.0886209562601254	1.5718488823734296	0.6990881458966566
1170	308	214	122	METR	4	2.8508968094009584	2.1254484047004794	1.5190068262021112	0.7269736842105263
1180	292	197	117	METR	4	2.8603416566543753	2.130170828327188	1.5610779945565518	0.7363013698630136
1190	275	188	105	METR	5	2.7420752817448184	2.0710376408724094	1.5519559963778873	0.7090909090909091
1200	261	174	104	METR	4	2.797253678402953	2.0986268392014766	1.550179143765282	0.7088122605363985
1210	270	188	111	METR	5	2.5965509975763124	1.9982754987881564	1.6042502128242897	0.7111111111111111
1220	269	186	113	METR	5	2.6213844811197973	2.010692240559899	1.5876030388824836	0.7137546468401487
1230	272	188	114	METR	5	2.628290386106844	2.014145193053422	1.5938901702773527	0.6985294117647058
1240	280	197	120	METR	5	2.6553346952304198	2.02766734761521	1.6039732492731227	0.6892857142857143
1250	276	196	119	METR	5	2.8242758777894528	2.1121379388947266	1.5676193492638015	0.6666666666666666
1260	272	194	123	METR	5	2.917743126381999	2.1588715631909996	1.5501730737264463	0.6985294117647058
1270	264	190	125	METR	5	2.979144244182959	2.1895721220914797	1.498886964523426	0.7121212121212122
1280	262	195	127	METR	5	2.9398260520038866	2.1699130260019435	1.5215400191221726	0.732824427480916
1290	262	196	131	METR	4	3.217927817074635	2.3089639085373177	1.4812955238949446	0.7557251908396947
1300	265	195	132	METR	4	2.820346648026006	2.110173324013003	1.509956759913532	0.7471698113207547
1310	274	203	135	METR	4	2.398045589693683	1.8990227948468414	1.6681059338232254	0.7408759124087592
1320	274	203	137	METR	4	2.6073831718447256	2.003691585922363	1.6089968900392604	0.7372262773722628
1330	275	203	138	METR	4	2.985523113110289	2.1927615565551446	1.5045952200428938	0.7418181818181818
1340	266	198	131	METR	4	2.644367465608883	2.0221837328044416	1.5712682966454974	0.7443609022556391
1350	265	195	133	METR	5	2.121030900867265	1.7605154504336324	1.785650129285431	0.7245283018867924
1360	267	197	131	METR	6	2.094168723528305	1.7470843617641525	1.7925669647656595	0.704119850187266
1370	262	192	123	METR	6	2.599030228200277	1.9995151141001386	1.6934301305743893	0.683206106870229
1380	246	178	119	METR	6	2.4789215170003387	1.9394607585001693	1.706137052864874	0.7119341563786008
1390	236	171	114	METR	6	2.2889543811530504	1.8444771905765251	1.7307894190107327	0.7203389830508474
1400	230	163	106	METR	6	2.2356739934520378	1.8178369967260188	1.7323097897486026	0.6844444444444444
1410	212	151	105	METR	6	2.293699713233895	1.8468498566169476	1.692538796130774	0.7075471698113207
1420	209	149	109	METR	7	1.9651758351125423	1.6724889097389084	1.6719183661696084	0.722488038277512
1430	205	145	109	METR	7	2.001954928497624	1.700977464248812	1.6424703742502382	0.7414634146341463
1440	203	143	106	METR	6	2.1232724341867506	1.7616362170933753	1.6479624238957962	0.7438423645320197
1450	200	141	105	METR	6	1.9271270989533005	1.6424304081731074	1.7507233525345685	0.755
1460	217	159	115	METR	5	1.5839950898685862	1.371356120996183	1.8004431714123244	0.7465437788018433
1470	236	179	126	METR	6	1.9008850152927337	1.6216991620812595	1.7692427248138611	0.7415254237288136
1480	234	178	122	METR	6	2.1473768041798533	1.7736884020899266	1.6708226731472842	0.7350427350427351
1490	228	174	123	METR	6	2.0643950816497623	1.732197540824881	1.6702938536242997	0.7723214285714286
1500	223	172	120	METR	5	2.18863194337545	1.794315971687725	1.6596390782556367	0.7668161434977578
