epoch	V	b1H	b1S	label	npts	d_cal	slope	wcont	occ2ecc
10	7	5	3	SW	0	nan	nan	nan	0.7142857142857143
20	19	17	11	SW	1	nan	nan	0.22687966714290422	0.6842105263157895
30	32	30	20	SW	1	nan	nan	0.45779143506013875	0.6875
40	38	36	31	SW	1	nan	nan	0.3584688249918996	0.868421052631579
50	56	54	45	SW	1	nan	nan	0.4846608278714151	0.8392857142857143
60	70	68	54	SW	1	nan	nan	0.43563873916921175	0.8
70	82	80	63	SW	1	nan	nan	0.430361383939983	0.7926829268292683
80	97	95	72	SW	1	nan	nan	0.659131824610782	0.7628865979381443
90	108	106	80	SW	1	nan	nan	0.8197801765191691	0.7592592592592593
100	117	115	85	SW	1	nan	nan	0.7652757862153959	0.7435897435897436
110	126	124	90	SW	1	nan	nan	0.7719491711072928	0.7301587301587301
120	140	138	98	SW	1	nan	nan	0.9254836053396162	0.7142857142857143
130	156	154	108	SW	2	nan	nan	0.9174821324798904	0.7051282051282052
140	167	165	118	SW	2	nan	nan	1.009406976647029	0.718562874251497
150	174	172	123	SW	2	nan	nan	0.999227417154633	0.7183908045977011
160	189	187	132	SW	2	nan	nan	0.9760930630689417	0.708994708994709
170	197	195	127	SW	2	nan	nan	0.979550650325969	0.6598984771573604
180	200	198	118	SW	2	nan	nan	0.9930141507009409	0.61
190	203	201	107	SW	2	nan	nan	1.0163481463431268	0.5369458128078818
200	202	200	104	SW	2	nan	nan	1.0194595140103666	0.5297029702970297
210	194	192	104	SW	2	nan	nan	1.0562252654285296	0.5463917525773195
220	155	152	94	SW	2	nan	nan	1.0501907363303868	0.6258064516129033
230	164	162	95	SW	2	nan	nan	1.0396901972428387	0.5975609756097561
240	168	165	108	SW	2	nan	nan	1.0467220810425335	0.6607142857142857
250	173	171	123	SW	2	nan	nan	1.0263895499382416	0.7225433526011561
260	178	176	131	SW	3	nan	nan	1.2274483083825338	0.7471910112359551
270	182	180	126	SW	3	nan	nan	1.3670202931934603	0.7032967032967034
280	177	175	121	SW	3	nan	nan	1.307611615991899	0.7005649717514124
