epoch	V	phase	subphase	label
10	11	growth	-	SW
20	20	growth	-	SW
30	32	growth	-	SW
40	38	growth	-	SW
50	72	growth	-	SW
60	88	growth	-	SW
70	95	growth	-	SW
80	119	growth	-	SW
90	142	growth	-	SW
100	164	growth	-	SW
110	193	growth	-	SW
120	243	growth	-	SW
130	266	growth	-	SW
140	288	growth	-	SW
150	305	growth	-	SW
160	319	growth	-	SW
170	336	growth	-	SW
180	343	growth	-	SW
190	346	growth	-	SW
200	361	growth	-	SW
210	389	growth	-	SW
220	436	growth	-	SW
230	451	growth	-	SW
240	466	growth	-	SW
250	471	growth	-	SW
260	479	growth	-	SW
270	504	growth	-	SW
280	523	growth	-	SW
290	523	growth	-	SW
300	534	growth	-	SW
310	545	growth	-	SW
320	553	growth	-	SW
330	588	growth	-	SW
340	611	growth	-	SW
350	615	growth	-	SW
360	606	growth	-	SW
370	615	growth	-	SW
380	615	growth	-	SW
390	616	growth	-	SW
400	614	growth	-	SW
410	615	growth	-	SW
420	618	growth	-	SW
430	631	growth	-	SW
440	618	growth	-	SW
450	601	growth	-	SW
460	599	growth	-	SW
470	588	growth	-	SW
480	588	growth	-	SW
490	586	growth	-	METR
500	585	growth	-	METR
510	614	growth	-	METR
520	601	growth	-	SW
530	590	growth	-	METR
540	579	growth	-	METR
550	559	growth	-	SW
560	561	growth	-	METR
570	554	growth	-	SW
580	543	growth	-	SW
590	538	growth	-	SW
600	553	growth	-	METR
610	564	growth	-	METR
620	597	growth	-	METR
630	604	growth	-	METR
640	608	growth	-	METR
650	648	growth	-	METR
660	710	growth	-	METR
670	763	growth	-	METR
680	777	growth	-	METR
690	778	growth	-	SW
700	768	growth	-	METR
710	758	growth	-	SW
720	742	growth	-	SW
730	731	growth	-	SW
740	719	growth	-	METR
750	707	growth	-	SW
760	689	growth	-	SW
770	684	growth	-	SW
780	668	growth	-	SW
790	663	contraction	shedding	METR
800	644	contraction	shedding	METR
810	627	contraction	shedding	METR
820	593	contraction	shedding	METR
830	556	contraction	shedding	METR
840	511	contraction	shedding	METR
850	469	contraction	shedding	METR
860	431	contraction	shedding	METR
870	400	contraction	shedding	METR
880	378	contraction	consolidation	METR
890	366	contraction	consolidation	METR
900	356	contraction	consolidation	METR
910	371	contraction	consolidation	METR
920	384	contraction	consolidation	METR
930	415	contraction	consolidation	METR
940	457	contraction	consolidation	METR
950	472	contraction	consolidation	METR
960	487	contraction	consolidation	METR
970	479	contraction	consolidation	METR
980	479	contraction	consolidation	METR
990	464	contraction	consolidation	METR
1000	437	contraction	consolidation	METR
1010	427	contraction	consolidation	METR
1020	434	contraction	consolidation	METR
1030	427	contraction	consolidation	METR
1040	423	contraction	consolidation	METR
1050	414	contraction	consolidation	METR
1060	412	contraction	shedding	METR
1070	409	contraction	shedding	METR
1080	417	contraction	shedding	METR
1090	422	contraction	shedding	METR
1100	449	contraction	shedding	METR
1110	491	contraction	shedding	METR
1120	527	contraction	shedding	METR
1130	558	contraction	shedding	METR
1140	564	growth	-	METR
1150	549	growth	-	METR
1160	542	growth	-	METR
1170	566	growth	-	METR
1180	598	growth	-	METR
1190	641	growth	-	METR
1200	681	growth	-	METR
1210	734	growth	-	METR
1220	759	growth	-	METR
1230	782	growth	-	METR
1240	831	growth	-	METR
1250	874	growth	-	METR
1260	942	growth	-	METR
1270	997	growth	-	METR
1280	1014	growth	-	METR
1290	1014	growth	-	METR
1300	998	growth	-	METR
1310	1001	growth	-	METR
1320	1009	growth	-	METR
1330	1024	growth	-	METR
1340	999	growth	-	METR
1350	977	growth	-	METR
1360	1004	growth	-	METR
1370	1008	contraction	shedding	METR
1380	996	contraction	shedding	METR
1390	959	contraction	shedding	METR
1400	906	contraction	shedding	METR
1410	863	contraction	shedding	METR
1420	811	contraction	shedding	METR
1430	775	contraction	shedding	METR
1440	728	contraction	shedding	METR
1450	691	contraction	shedding	METR
1460	677	contraction	shedding	METR
1470	685	contraction	shedding	METR
1480	694	contraction	shedding	METR
1490	682	contraction	shedding	METR
1500	674	contraction	shedding	METR
