epoch	V	phase	subphase	label
10	4	growth	-	SW
20	26	growth	-	SW
30	52	growth	-	SW
40	68	growth	-	SW
50	74	growth	-	SW
60	74	growth	-	SW
70	78	growth	-	SW
80	88	growth	-	SW
90	90	growth	-	SW
100	98	growth	-	SW
110	120	growth	-	SW
120	135	growth	-	SW
130	149	growth	-	SW
140	155	growth	-	SW
150	160	growth	-	SW
160	165	growth	-	SW
170	168	growth	-	SW
180	170	growth	-	SW
190	174	growth	-	SW
200	181	growth	-	SW
210	185	growth	-	SW
220	199	growth	-	SW
230	216	growth	-	SW
240	238	growth	-	SW
250	245	growth	-	SW
260	259	growth	-	SW
270	276	growth	-	SW
280	283	growth	-	SW
290	289	growth	-	SW
300	296	growth	-	SW
310	308	growth	-	SW
320	329	growth	-	SW
330	348	growth	-	SW
340	371	growth	-	SW
350	375	growth	-	SW
360	372	growth	-	SW
370	369	growth	-	SW
380	366	growth	-	SW
390	366	growth	-	SW
400	362	growth	-	SW
410	360	growth	-	SW
420	367	growth	-	SW
430	382	growth	-	SW
440	384	growth	-	SW
450	381	growth	-	SW
460	384	growth	-	SW
470	366	growth	-	SW
480	362	growth	-	SW
490	356	growth	-	SW
500	376	growth	-	SW
510	377	growth	-	METR
520	392	growth	-	METR
530	369	growth	-	METR
540	355	growth	-	SW
550	352	growth	-	SW
560	342	growth	-	SW
570	340	growth	-	SW
580	334	growth	-	SW
590	342	growth	-	SW
600	353	growth	-	SW
610	358	growth	-	SW
620	378	growth	-	METR
630	400	growth	-	METR
640	415	growth	-	METR
650	411	growth	-	METR
660	414	growth	-	SW
670	412	growth	-	SW
680	411	growth	-	SW
690	409	growth	-	SW
700	408	growth	-	METR
710	417	growth	-	METR
720	433	growth	-	SW
730	447	growth	-	METR
740	461	growth	-	METR
750	467	growth	-	SW
760	478	growth	-	SW
770	470	growth	-	METR
780	465	growth	-	SW
790	463	growth	-	SW
800	467	growth	-	METR
810	467	growth	-	METR
820	475	growth	-	METR
830	481	growth	-	METR
840	496	growth	-	METR
850	518	growth	-	METR
860	533	growth	-	METR
870	534	growth	-	SW
880	539	growth	-	METR
890	536	growth	-	SW
900	528	growth	-	SW
910	526	growth	-	SW
920	510	growth	-	SW
930	505	growth	-	SW
940	498	growth	-	SW
950	492	growth	-	SW
960	489	growth	-	SW
970	491	growth	-	METR
980	493	growth	-	METR
990	493	growth	-	SW
1000	488	growth	-	METR
1010	483	growth	-	METR
1020	473	growth	-	METR
1030	448	growth	-	SW
1040	431	contraction	shedding	METR
1050	421	contraction	shedding	METR
1060	409	contraction	shedding	METR
1070	405	contraction	shedding	METR
1080	396	contraction	shedding	METR
1090	389	contraction	shedding	METR
1100	375	contraction	shedding	METR
1110	367	contraction	shedding	METR
1120	355	contraction	shedding	METR
1130	340	contraction	shedding	METR
1140	339	contraction	shedding	METR
1150	336	contraction	shedding	METR
1160	329	contraction	shedding	METR
1170	308	contraction	shedding	METR
1180	292	contraction	shedding	METR
1190	275	contraction	shedding	METR
1200	261	contraction	shedding	METR
1210	270	contraction	shedding	METR
1220	269	contraction	shedding	METR
1230	272	contraction	consolidation	METR
1240	280	contraction	consolidation	METR
1250	276	contraction	consolidation	METR
1260	272	contraction	consolidation	METR
1270	264	contraction	consolidation	METR
1280	262	contraction	consolidation	METR
1290	262	contraction	consolidation	METR
1300	265	contraction	consolidation	METR
1310	274	contraction	consolidation	METR
1320	274	contraction	consolidation	METR
1330	275	contraction	consolidation	METR
1340	266	contraction	consolidation	METR
1350	265	contraction	consolidation	METR
1360	267	contraction	consolidation	METR
1370	262	contraction	consolidation	METR
1380	246	contraction	consolidation	METR
1390	236	contraction	consolidation	METR
1400	230	contraction	consolidation	METR
1410	212	contraction	consolidation	METR
1420	209	contraction	consolidation	METR
1430	205	contraction	consolidation	METR
1440	203	contraction	consolidation	METR
1450	200	contraction	consolidation	METR
1460	217	contraction	consolidation	METR
1470	236	contraction	consolidation	METR
1480	234	contraction	consolidation	METR
1490	228	contraction	consolidation	METR
1500	223	contraction	consolidation	METR
