epoch	V	b1H	b1S	label	npts	d_cal	slope	wcont	occ2ecc
10	7	5	3	SW	0	nan	nan	nan	0.7142857142857143
20	20	18	13	SW	1	nan	nan	0.3677851644213951	0.75
30	35	33	22	SW	1	nan	nan	0.6109639253214276	0.6857142857142857
40	46	44	31	SW	1	nan	nan	0.5817904252380298	0.717391304347826
50	79	77	58	SW	1	nan	nan	0.646653631810985	0.759493670886076
60	112	110	86	SW	1	nan	nan	0.7344798483750665	0.7857142857142857
70	126	124	101	SW	1	nan	nan	0.7108427551396003	0.8174603174603174
80	131	129	104	SW	1	nan	nan	0.6080667122970652	0.8091603053435115
90	138	136	109	SW	1	nan	nan	0.5784441413548173	0.8043478260869565
100	149	147	121	SW	1	nan	nan	0.7030702004426682	0.825503355704698
110	153	151	126	SW	1	nan	nan	0.7679536721187201	0.8366013071895425
120	154	152	128	SW	1	nan	nan	0.8538860101762079	0.8441558441558441
130	178	176	142	SW	2	nan	nan	0.9181635665929339	0.8089887640449438
140	199	197	157	SW	2	nan	nan	0.9816564207686661	0.7989949748743719
150	221	219	171	SW	2	nan	nan	1.0224498313681798	0.7828054298642534
160	232	230	188	SW	2	nan	nan	1.064552683409072	0.8189655172413793
170	236	234	193	SW	2	nan	nan	0.9780197630646205	0.826271186440678
180	240	238	195	SW	2	nan	nan	0.8988229699086431	0.8208333333333333
190	242	240	187	SW	2	nan	nan	0.9226384929463354	0.78099173553719
200	243	241	188	SW	2	nan	nan	1.039405701825663	0.7818930041152263
210	250	248	190	SW	2	nan	nan	1.0970795250720142	0.768
220	267	265	201	SW	3	nan	nan	1.1087899098486167	0.7677902621722846
230	307	305	233	SW	3	nan	nan	1.1418780281507206	0.7654723127035831
240	361	359	257	SW	3	nan	nan	1.2551835427055995	0.7174515235457064
250	414	412	301	SW	3	nan	nan	1.2458693822158042	0.7318840579710145
260	467	464	343	SW	3	nan	nan	1.2392431728381206	0.7408993576017131
270	500	498	372	SW	3	nan	nan	1.262826275150675	0.754
280	536	534	398	SW	3	nan	nan	1.2996137627748863	0.753731343283582
290	548	546	411	SW	2	nan	nan	1.2550692902991307	0.7609489051094891
300	571	569	426	SW	2	nan	nan	1.177370816950117	0.7565674255691769
310	581	579	428	SW	2	nan	nan	1.2971111741889614	0.7452667814113597
320	608	606	451	SW	2	nan	nan	1.2321897107265574	0.7549342105263158
330	616	614	457	SW	2	nan	nan	1.3313540136644673	0.7581168831168831
340	619	617	471	SW	2	nan	nan	1.2753207192582048	0.7851373182552503
350	629	625	485	SW	3	nan	nan	1.2845732207577438	0.7996820349761526
360	635	631	484	SW	2	nan	nan	1.3053356071431736	0.7968503937007874
370	631	625	479	SW	2	nan	nan	1.20471949551464	0.7987321711568938
380	633	628	473	SW	2	nan	nan	1.2719658132972678	0.7914691943127962
390	646	641	473	SW	3	nan	nan	1.3141921858685572	0.7755417956656346
400	666	661	469	SW	3	nan	nan	1.3641049835296448	0.7477477477477478
410	688	679	477	METR	4	4.312545232417253	2.856272616208627	1.4615499776207634	0.7369186046511628
420	732	721	495	METR	4	4.116160498028112	2.7580802490140566	1.4421527120637332	0.7144808743169399
430	763	751	509	SW	3	nan	nan	1.4781192168948958	0.7077326343381389
440	771	758	519	METR	4	4.141492920161149	2.770746460080575	1.499809195140401	0.7198443579766537
450	780	766	517	METR	4	4.349419161048981	2.8747095805244913	1.5507061560852389	0.7153846153846154
460	764	748	495	SW	3	nan	nan	1.4810719598178856	0.7054973821989529
470	744	725	477	SW	3	nan	nan	1.5128851325603618	0.7083333333333334
480	726	704	458	SW	3	nan	nan	1.4101218497653838	0.7079889807162535
490	728	701	463	METR	4	4.231606757084876	2.815803378542438	1.5322000675918024	0.7239010989010989
500	735	706	457	METR	4	4.3245387908636115	2.8622693954318064	1.5202670007109047	0.7183673469387755
510	738	701	464	METR	4	4.157354257606153	2.7786771288030767	1.552327323023956	0.7262872628726287
520	743	701	475	METR	4	3.5296522875847955	2.464826143792398	1.4959450463590338	0.7415881561238223
530	741	701	478	METR	4	3.7615155627004966	2.5807577813502487	1.4539151717874745	0.7597840755735492
540	734	699	475	METR	4	4.349918488114849	2.874959244057425	1.5493498107474308	0.7752043596730245
550	740	705	460	SW	3	nan	nan	1.54676770634795	0.75
560	736	699	451	SW	3	nan	nan	1.5112690634537933	0.7364130434782609
570	727	685	439	SW	3	nan	nan	1.5018247242017586	0.7317744154057771
580	721	679	424	SW	3	nan	nan	1.4107998838183116	0.710124826629681
590	715	671	419	SW	3	nan	nan	1.4781947768019945	0.7146853146853147
600	711	663	417	METR	4	3.9534439214665524	2.6767219607332766	1.4551709530150683	0.7271448663853727
610	693	646	415	METR	4	4.234556430942764	2.817278215471382	1.4171803812775967	0.7503607503607503
620	684	635	392	METR	4	3.9552235104586626	2.6776117552293317	1.415967776630042	0.7383040935672515
630	676	621	370	METR	4	4.291061385377061	2.845530692688531	1.4253376138025404	0.7218934911242604
640	647	582	341	METR	4	4.292180795708982	2.846090397854492	1.500121056236612	0.7202472952086554
650	624	556	317	SW	3	nan	nan	1.412495066667692	0.7131410256410257
660	599	528	291	SW	3	nan	nan	1.4651821855517986	0.6901172529313233
670	571	491	270	SW	3	nan	nan	1.4424828034837085	0.6836555360281195
680	549	461	256	METR	4	3.9337763980178058	2.6668881990089033	1.450024504379457	0.6775956284153005
690	525	429	244	SW	3	nan	nan	1.4984209141880778	0.6857142857142857
700	502	408	236	METR	4	3.806266606091745	2.603133303045873	1.538866887684743	0.6952191235059761
710	509	410	247	METR	4	3.4496187662018976	2.424809383100949	1.5831124691298883	0.6974459724950884
720	507	408	240	METR	4	3.615351878099222	2.5076759390496113	1.609954000929518	0.6942800788954635
730	484	387	229	METR	4	3.7238902051604454	2.561945102580223	1.5417807563593788	0.7148760330578512
740	471	371	218	METR	4	4.237914136398592	2.818957068199296	1.419204894068086	0.70276008492569
750	453	358	211	METR	4	4.25857736416736	2.8292886820836807	1.4276236894488967	0.6931567328918322
760	434	339	194	METR	4	4.1731553714779945	2.7865776857389974	1.3714812410311479	0.6728538283062645
770	416	324	188	SW	3	nan	nan	1.5179496945871949	0.6802884615384616
780	401	311	187	METR	4	3.675161060181504	2.5375805300907524	1.428869702960897	0.713216957605985
790	381	295	187	SW	3	nan	nan	1.3750483138132217	0.7506561679790026
800	366	277	174	METR	4	3.7979122463285937	2.5989561231642972	1.3483900729014566	0.7486338797814208
810	353	261	168	METR	4	3.639653708524697	2.519826854262349	1.3594424649717638	0.7422096317280453
820	336	246	156	SW	3	nan	nan	1.4318358283894717	0.7529761904761905
830	322	234	149	METR	4	2.812208592604125	2.1061042963020626	1.4657038366487607	0.7608695652173914
840	314	228	135	SW	3	nan	nan	1.4639843878017165	0.7038216560509554
850	302	216	128	METR	4	2.7797870129152926	2.0898935064576465	1.5898159026712153	0.7086092715231788
860	290	201	116	METR	4	2.9184264692872333	2.159213234643617	1.5575047907546673	0.6527777777777778
870	264	182	103	SW	3	nan	nan	1.4054915003264217	0.625
880	230	150	97	METR	4	2.9405692431858625	2.1702846215929315	1.4451177495681162	0.6798245614035088
890	219	141	91	SW	3	nan	nan	1.3965763024288336	0.6621004566210046
900	206	134	85	SW	3	nan	nan	1.3360968529877166	0.6553398058252428
910	195	123	79	SW	3	nan	nan	1.2927853772371714	0.6424870466321243
920	179	114	77	SW	3	nan	nan	1.3272258747117713	0.7039106145251397
930	176	112	71	SW	3	nan	nan	1.2521109673702018	0.6931818181818182
940	174	110	68	SW	3	nan	nan	1.3338906859090178	0.6839080459770115
950	168	102	69	SW	3	nan	nan	1.3388091368711157	0.7023809523809523
