epoch	V	phase	subphase	label
10	6	growth	-	SW
20	24	growth	-	SW
30	59	growth	-	SW
40	102	growth	-	SW
50	168	growth	-	SW
60	195	growth	-	SW
70	201	growth	-	SW
80	223	growth	-	SW
90	249	growth	-	SW
100	273	growth	-	SW
110	285	growth	-	SW
120	293	growth	-	SW
130	312	growth	-	SW
140	340	growth	-	SW
150	369	growth	-	SW
160	388	growth	-	SW
170	417	growth	-	SW
180	454	growth	-	SW
190	503	growth	-	SW
200	540	growth	-	SW
210	560	growth	-	SW
220	576	growth	-	SW
230	582	growth	-	SW
240	601	growth	-	SW
250	608	growth	-	SW
260	618	growth	-	SW
270	610	growth	-	SW
280	605	growth	-	SW
290	599	growth	-	SW
300	591	growth	-	SW
310	583	growth	-	SW
320	597	growth	-	SW
330	604	growth	-	SW
340	598	growth	-	SW
350	589	growth	-	SW
360	573	growth	-	SW
370	564	growth	-	SW
380	557	growth	-	SW
390	544	growth	-	SW
400	540	growth	-	SW
410	542	growth	-	SW
420	552	growth	-	SW
430	551	growth	-	SW
440	541	growth	-	SW
450	531	growth	-	SW
460	500	growth	-	SW
470	479	growth	-	SW
480	476	growth	-	SW
490	474	growth	-	SW
500	481	growth	-	SW
510	497	growth	-	SW
520	512	growth	-	METR
530	506	growth	-	METR
540	493	growth	-	SW
550	482	growth	-	SW
560	466	growth	-	SW
570	445	growth	-	SW
580	425	growth	-	SW
590	417	growth	-	SW
600	416	growth	-	SW
610	414	growth	-	SW
620	412	growth	-	METR
630	424	growth	-	METR
640	455	growth	-	METR
650	492	growth	-	METR
660	512	growth	-	METR
670	529	growth	-	METR
680	546	growth	-	METR
690	547	growth	-	SW
700	547	growth	-	SW
710	546	growth	-	SW
720	544	growth	-	SW
730	544	growth	-	METR
740	571	growth	-	SW
750	574	growth	-	SW
760	582	growth	-	SW
770	600	growth	-	METR
780	602	growth	-	METR
790	618	growth	-	METR
800	624	growth	-	METR
810	675	growth	-	METR
820	689	growth	-	METR
830	678	growth	-	METR
840	660	growth	-	METR
850	657	growth	-	METR
860	656	growth	-	METR
870	638	growth	-	METR
880	643	growth	-	METR
890	638	growth	-	METR
900	657	growth	-	METR
910	676	growth	-	METR
920	674	growth	-	METR
930	663	growth	-	METR
940	659	growth	-	METR
950	650	contraction	shedding	METR
960	633	contraction	shedding	METR
970	592	contraction	shedding	METR
980	555	contraction	shedding	METR
990	522	contraction	shedding	METR
1000	508	contraction	shedding	METR
1010	475	contraction	shedding	METR
1020	453	contraction	shedding	METR
1030	442	contraction	shedding	METR
1040	439	contraction	shedding	METR
1050	427	contraction	shedding	METR
1060	419	contraction	shedding	METR
1070	413	contraction	shedding	METR
1080	402	contraction	shedding	METR
1090	385	contraction	shedding	METR
1100	374	contraction	shedding	METR
1110	360	contraction	shedding	METR
1120	337	contraction	shedding	METR
1130	330	contraction	shedding	METR
1140	326	contraction	shedding	METR
1150	299	contraction	shedding	METR
1160	285	contraction	shedding	METR
1170	280	contraction	shedding	METR
1180	265	contraction	shedding	METR
1190	260	contraction	shedding	METR
1200	255	contraction	shedding	METR
1210	245	contraction	shedding	METR
1220	236	contraction	shedding	METR
1230	228	contraction	shedding	METR
1240	236	contraction	shedding	METR
1250	228	contraction	shedding	METR
1260	218	contraction	shedding	METR
1270	199	contraction	shedding	METR
1280	187	contraction	consolidation	METR
1290	173	contraction	consolidation	METR
1300	172	contraction	consolidation	METR
1310	169	contraction	consolidation	METR
1320	179	contraction	consolidation	METR
1330	182	contraction	consolidation	METR
1340	187	contraction	consolidation	METR
1350	183	contraction	consolidation	METR
1360	186	contraction	consolidation	METR
1370	181	contraction	consolidation	METR
1380	207	contraction	consolidation	METR
1390	210	contraction	consolidation	METR
1400	209	contraction	consolidation	METR
1410	215	contraction	consolidation	METR
1420	221	contraction	consolidation	METR
1430	228	contraction	consolidation	METR
1440	225	contraction	consolidation	METR
1450	223	contraction	consolidation	METR
1460	221	contraction	consolidation	METR
1470	222	contraction	consolidation	METR
1480	222	contraction	consolidation	METR
1490	218	contraction	consolidation	METR
1500	216	contraction	consolidation	METR
