epoch	V	b1H	b1S	label	npts	d_cal	slope	wcont	occ2ecc
10	7	5	3	SW	0	nan	nan	nan	0.7142857142857143
20	15	13	9	SW	0	nan	nan	0.17592670688881668	0.7333333333333333
30	24	22	15	SW	1	nan	nan	0.4480017668221725	0.7083333333333334
40	36	34	24	SW	1	nan	nan	0.556793660695119	0.7222222222222222
50	49	47	35	SW	1	nan	nan	0.6367600950643909	0.7551020408163265
60	54	52	41	SW	1	nan	nan	0.5815682893257277	0.7962962962962963
70	62	60	50	SW	1	nan	nan	0.5899677913062585	0.8387096774193549
80	67	65	56	SW	1	nan	nan	0.5812265155618066	0.8656716417910447
90	74	72	59	SW	1	nan	nan	0.6125706740199633	0.8243243243243243
100	78	76	64	SW	1	nan	nan	0.6048225160082787	0.8461538461538461
110	83	81	66	SW	1	nan	nan	0.5978275347420196	0.8192771084337349
120	94	92	71	SW	2	nan	nan	0.6397034917897597	0.776595744680851
130	101	99	77	SW	2	nan	nan	0.697091410093806	0.7821782178217822
140	111	109	88	SW	2	nan	nan	0.7754163914080436	0.8108108108108109
150	125	123	101	SW	1	nan	nan	0.7217373689948237	0.824
160	153	151	119	SW	2	nan	nan	0.8041847824100943	0.7908496732026143
170	162	160	121	SW	2	nan	nan	0.7469924716725862	0.7592592592592593
180	167	165	125	SW	2	nan	nan	0.766403741523566	0.7604790419161677
190	180	178	142	SW	2	nan	nan	0.8379401372546362	0.8
200	190	188	152	SW	1	nan	nan	0.803979670977062	0.8105263157894737
210	202	200	162	SW	1	nan	nan	0.8843460199321089	0.8118811881188119
220	211	209	170	SW	2	nan	nan	0.9634302087198408	0.8151658767772512
230	220	218	176	SW	2	nan	nan	1.0025856657008325	0.8090909090909091
240	235	233	185	SW	2	nan	nan	1.1148391380362244	0.7957446808510639
250	266	264	202	SW	2	nan	nan	1.1265650205618671	0.7744360902255639
260	312	310	237	SW	2	nan	nan	1.1378913886686441	0.7756410256410257
270	344	342	266	SW	3	nan	nan	1.2271139526026447	0.7877906976744186
280	348	346	269	SW	2	nan	nan	1.0494347698446354	0.7873563218390804
290	347	345	268	SW	2	nan	nan	1.001560225707626	0.7896253602305475
300	352	350	275	SW	2	nan	nan	1.0926038236820281	0.7982954545454546
310	361	359	274	SW	2	nan	nan	1.1289649220762548	0.7811634349030471
320	366	364	279	SW	3	nan	nan	1.1899847016199128	0.7868852459016393
330	399	397	296	SW	3	nan	nan	1.2544223990985408	0.7694235588972431
340	412	410	304	SW	3	nan	nan	1.2596403189660412	0.7645631067961165
350	415	411	299	SW	2	nan	nan	1.2430802984406262	0.7493975903614458
360	417	413	304	SW	2	nan	nan	1.1912107539093841	0.762589928057554
370	427	421	307	SW	2	nan	nan	1.2482495634345538	0.7587822014051522
380	425	419	305	SW	2	nan	nan	1.2881968784450628	0.76
390	430	422	296	SW	2	nan	nan	1.280338572848694	0.7372093023255814
400	425	416	286	SW	2	nan	nan	1.2308847604619269	0.72
410	421	413	285	SW	3	nan	nan	1.2633943664631893	0.7197149643705463
420	435	425	286	SW	3	nan	nan	1.3853153665862796	0.7011494252873564
430	467	457	316	SW	3	nan	nan	1.3700990502331167	0.7194860813704497
440	529	518	347	METR	4	3.7357476147516953	2.567873807375848	1.393265481580556	0.6975425330812854
450	563	549	365	METR	4	3.456809316056539	2.4284046580282697	1.4104518813948597	0.6927175843694494
460	614	599	388	SW	3	nan	nan	1.3591632590541094	0.6824104234527687
470	627	614	412	SW	3	nan	nan	1.374698313128795	0.7097288676236044
480	641	628	421	SW	3	nan	nan	1.3646966995548235	0.7129485179407177
490	660	647	448	SW	3	nan	nan	1.4005668302320013	0.7348484848484849
500	712	696	486	METR	4	3.9373552870826445	2.6686776435413226	1.3932446837421149	0.7387640449438202
510	762	744	540	METR	4	4.016529300118034	2.7082646500590175	1.4549941636012627	0.7690288713910761
520	849	831	609	METR	4	3.978884876946094	2.6894424384730473	1.4237721757544388	0.7762073027090695
530	904	885	642	METR	4	4.271406378888104	2.8357031894440525	1.4407280396032003	0.7665929203539823
540	921	900	662	METR	4	4.7022749089815665	3.051137454490784	1.4952061182956646	0.7795874049945711
550	947	928	694	METR	4	4.3083655892588615	2.8541827946294314	1.486555992199254	0.7993664202745512
560	992	972	717	METR	4	4.2612216925893565	2.830610846294679	1.5264464643801696	0.7943548387096774
570	1035	1015	738	METR	4	4.4589650674414045	2.929482533720703	1.4998810673056213	0.782608695652174
580	1049	1027	746	METR	4	4.433786128574174	2.9168930642870876	1.4947995429110643	0.776930409914204
590	1043	1020	732	METR	4	4.93284246561543	3.1664212328077155	1.4947392170436316	0.7641418983700863
600	1032	1006	719	SW	3	nan	nan	1.4054493457920887	0.7616279069767442
610	1025	997	703	SW	3	nan	nan	1.416025253331685	0.751219512195122
620	1019	988	695	SW	3	nan	nan	1.3466035498921827	0.7487733071638861
630	995	960	690	SW	3	nan	nan	1.3394730865914686	0.7597989949748744
640	992	955	681	METR	4	4.973912710048505	3.186956355024253	1.386572183763734	0.7560483870967742
650	983	944	656	SW	3	nan	nan	1.3762597479798786	0.7466937945066124
660	988	947	634	SW	3	nan	nan	1.3351864636958581	0.7236842105263158
670	995	947	612	SW	3	nan	nan	1.3827674566762893	0.7015075376884422
680	993	936	589	METR	4	4.28584571118157	2.8429228555907855	1.4279878361597984	0.6837865055387714
690	997	935	566	METR	4	3.8644499121173257	2.6322249560586632	1.4540719484507414	0.6639919759277834
700	982	919	526	METR	4	4.127907249161206	2.763953624580603	1.570619502982072	0.6364562118126272
710	943	879	489	METR	5	4.089244671510096	2.7446223357550488	1.6540685775529966	0.6320254506892895
720	901	832	448	METR	4	4.363086074804676	2.8815430374023387	1.6362553911641289	0.6215316315205327
730	858	784	422	METR	5	3.9624892800530005	2.6812446400265006	1.636317882672199	0.6366822429906542
740	834	762	422	METR	5	3.914847325485851	2.657423662742926	1.6360571051698067	0.6534772182254197
750	801	723	413	METR	4	4.090186240103765	2.745093120051883	1.61708781308813	0.6803995006242197
760	755	679	399	METR	4	4.052857639543383	2.726428819771692	1.5320042991755962	0.7125827814569536
770	711	636	382	METR	4	4.0290551332219735	2.7145275666109874	1.5173834095673593	0.7510548523206751
780	685	608	372	METR	4	3.9821396293160993	2.69106981465805	1.480107035389708	0.7781021897810219
790	663	582	360	METR	4	3.791680875916532	2.5958404379582665	1.6298881773143468	0.7858220211161387
800	657	579	355	METR	4	3.836462637078537	2.618231318539269	1.5731715640316368	0.7862595419847328
810	655	571	351	METR	4	3.5765229463563077	2.488261473178154	1.6197673254906946	0.7786259541984732
820	655	571	326	METR	4	3.584629905074306	2.492314952537153	1.6743434181179895	0.7358778625954199
830	650	566	305	METR	4	3.8239675350973923	2.6119837675486965	1.678490414298121	0.7006172839506173
840	656	573	298	METR	4	3.6022261497116865	2.5011130748558434	1.728105466855056	0.6722560975609756
850	638	550	287	METR	5	3.6072940861652034	2.503647043082602	1.7031884744066759	0.6661442006269592
860	619	522	282	METR	5	3.4568492488745024	2.4284246244372514	1.686944925727767	0.6752827140549273
870	613	507	275	METR	5	3.0744192904650127	2.2372096452325065	1.8423471268433635	0.6726677577741408
880	595	483	257	METR	5	3.2856752623090655	2.342837631154533	1.7573251241884398	0.6487394957983194
890	552	438	246	METR	5	3.503016610644237	2.4515083053221187	1.6277551024386296	0.6793478260869565
900	533	416	245	METR	5	3.4293638416215613	2.414681920810781	1.648361792552247	0.7129455909943715
910	543	426	251	METR	5	2.6313041914891775	2.015652095744589	1.8463622874648515	0.7034990791896869
920	536	422	246	METR	5	2.367975025304586	1.883987512652293	1.844665880564883	0.7089552238805971
930	530	410	245	METR	5	2.5558847220663288	1.9779423610331646	1.7892775409322215	0.713472485768501
940	507	384	238	METR	6	2.873298782658545	2.136649391329273	1.7144780704456666	0.7247524752475247
950	496	379	234	METR	6	3.0744777978026097	2.237238898901305	1.6523295240364044	0.7217741935483871
960	498	381	232	METR	5	3.410915015077375	2.4054575075386877	1.6033744540591846	0.7088353413654619
970	483	366	214	METR	5	3.4465083171403084	2.4232541585701544	1.5781588436738738	0.6832298136645962
980	454	343	204	METR	5	3.0043587485945418	2.202179374297271	1.6994378180839154	0.6519823788546255
990	427	319	198	METR	5	3.0234935597158668	2.2117467798579336	1.6518485170921515	0.6658595641646489
1000	406	307	202	METR	4	3.1853488831729413	2.292674441586471	1.6447158585714337	0.6957605985037406
1010	385	289	194	METR	4	3.2403475642841437	2.320173782142072	1.6252768267016897	0.6987012987012987
1020	378	291	185	METR	5	2.5180767914259117	1.959038395712956	1.7510471259458733	0.6693121693121693
