cycle_id	birth	death	lifetime	died_by	len
0	6	277	271	new	3
1	6	281	275	new	3
2	6	415	409	new	3
3	6	259	253	new	3
4	6	471	465	path	3
5	8	424	416	new	3
6	8	333	325	new	3
7	8	329	321	new	3
8	8	253	245	new	3
9	10	259	249	path	3
10	12	297	285	new	4
11	14	297	283	path	4
12	14	251	237	new	4
13	15	563	548	path	4
14	15	298	283	new	4
15	17	546	529	path	4
16	18	262	244	new	4
17	19	281	262	path	4
18	19	273	254	new	4
19	19	360	341	path	4
20	20	272	252	path	4
21	20	241	221	new	4
22	20	272	252	path	4
23	20	299	279	new	4
24	20	245	225	new	4
25	20	272	252	path	4
26	21	391	370	new	4
27	21	292	271	new	4
28	21	227	206	new	4
29	21	298	277	path	4
30	21	324	303	new	4
31	22	428	406	new	4
32	22	251	229	path	4
33	22	273	251	path	4
34	23	403	380	new	4
35	24	430	406	new	4
36	24	332	308	new	4
37	24	267	243	new	4
38	24	319	295	new	4
39	25	286	261	new	4
40	25	297	272	path	4
41	25	251	226	path	4
42	26	253	227	new	4
43	27	277	250	path	4
44	30	316	286	path	4
45	30	330	300	new	4
46	30	261	231	new	4
47	31	405	374	new	4
48	31	546	515	path	4
49	31	302	271	new	4
50	33	274	241	new	4
51	34	262	228	new	4
52	34	257	223	new	4
53	34	253	219	path	4
54	34	274	240	path	4
55	35	320	285	new	4
56	35	334	299	new	4
57	35	316	281	path	4
58	35	239	204	new	4
59	35	307	272	new	4
60	36	219	183	new	4
61	36	330	294	path	4
62	36	245	209	path	4
63	37	219	182	path	4
64	37	214	177	new	4
65	37	300	263	new	4
66	38	241	203	path	4
67	38	304	266	new	4
68	38	253	215	path	4
69	38	225	187	new	4
70	38	274	236	path	4
71	38	253	215	new	4
72	38	272	234	path	4
73	38	245	207	path	4
74	38	239	201	new	4
75	39	379	340	path	4
76	39	433	394	new	4
77	40	261	221	path	4
78	40	292	252	path	4
79	40	281	241	path	4
80	41	303	262	new	4
81	41	329	288	path	4
82	41	245	204	path	4
83	41	300	259	path	4
84	41	224	183	new	4
85	41	333	292	path	4
86	41	227	186	new	4
87	41	195	154	new	4
88	41	264	223	new	4
89	42	534	492	new	4
90	42	300	258	path	4
91	43	304	261	new	4
92	43	302	259	path	4
93	43	276	233	new	4
94	43	326	283	new	4
95	43	259	216	path	4
96	44	390	346	new	4
97	44	285	241	new	4
98	44	297	253	path	4
99	44	294	250	new	4
100	44	233	189	new	4
101	44	273	229	path	4
102	45	384	339	path	4
103	45	272	227	path	4
104	45	277	232	path	4
105	45	281	236	path	4
106	45	251	206	new	4
107	46	227	181	path	4
108	46	332	286	new	4
109	46	264	218	new	4
110	46	332	286	path	4
111	46	299	253	path	4
112	46	177	131	new	4
113	48	395	347	new	4
114	48	265	217	new	4
115	48	217	169	new	4
116	48	304	256	path	4
117	49	183	134	new	4
118	49	239	190	path	4
119	49	384	335	new	4
120	49	292	243	path	4
121	49	314	265	new	4
122	49	314	265	path	4
123	49	310	261	new	4
124	49	305	256	new	4
125	49	233	184	new	4
126	49	395	346	path	4
127	50	435	385	new	4
128	50	300	250	new	4
129	50	260	210	new	4
130	50	194	144	new	4
131	50	300	250	path	4
132	50	191	141	new	4
133	50	302	252	path	4
134	51	242	191	new	4
135	51	300	249	path	4
136	51	241	190	new	4
137	51	201	150	new	4
138	51	433	382	new	4
139	52	183	131	new	4
140	52	262	210	path	4
141	52	228	176	new	4
142	52	186	134	new	4
143	53	213	160	new	4
144	53	253	200	path	4
145	53	278	225	new	4
146	53	224	171	new	4
147	53	297	244	path	4
148	53	257	204	path	4
149	53	263	210	new	4
150	53	325	272	new	4
151	53	224	171	path	4
152	53	204	151	new	4
153	54	326	272	new	4
154	54	267	213	new	4
155	54	260	206	path	4
156	54	425	371	path	4
157	54	288	234	new	4
158	54	251	197	new	4
159	54	241	187	path	4
160	54	349	295	path	4
161	54	277	223	path	4
162	54	332	278	path	4
163	55	251	196	new	4
164	55	229	174	new	4
165	55	262	207	path	4
166	55	213	158	new	4
167	55	251	196	new	4
168	55	230	175	new	4
169	55	227	172	path	4
170	55	251	196	path	4
171	55	258	203	new	4
172	56	205	149	new	4
173	56	301	245	new	4
174	56	445	389	new	4
175	56	230	174	path	4
176	56	282	226	new	4
177	57	191	134	new	4
178	57	257	200	new	4
179	57	266	209	new	4
180	57	246	189	new	4
181	58	333	275	path	4
182	58	200	142	new	4
183	58	299	241	path	4
184	58	297	239	path	4
185	58	246	188	path	4
186	59	268	209	new	4
187	59	242	183	path	4
188	59	228	169	new	4
189	59	231	172	new	4
190	59	431	372	new	4
191	60	194	134	new	4
192	60	415	355	path	4
193	60	229	169	path	4
194	60	193	133	new	4
195	60	219	159	path	4
196	61	311	250	new	4
197	61	260	199	new	4
198	61	213	152	new	4
199	61	259	198	path	4
200	61	539	478	path	4
201	61	260	199	path	4
202	62	417	355	new	4
203	62	404	342	path	4
204	62	278	216	new	4
205	63	378	315	new	4
206	63	267	204	path	4
207	63	318	255	new	4
208	63	415	352	path	4
209	64	252	188	new	4
210	64	224	160	path	4
211	65	391	326	new	4
212	65	260	195	new	4
213	65	354	289	new	4
214	65	346	281	new	4
215	65	259	194	new	4
216	67	227	160	path	4
217	67	208	141	new	4
218	69	342	273	path	4
219	69	321	252	new	4
220	69	308	239	new	4
221	70	251	181	new	4
222	70	334	264	new	4
223	72	261	189	path	4
224	73	207	134	new	4
225	73	332	259	path	4
226	74	276	202	path	4
227	74	258	184	new	4
228	75	257	182	path	4
229	76	258	182	new	4
230	76	210	134	new	4
231	76	257	181	path	4
232	76	281	205	path	4
233	77	257	180	path	4
234	78	212	134	new	4
235	78	416	338	new	4
236	79	219	140	path	4
237	79	404	325	new	4
238	79	282	203	new	4
239	79	352	273	new	4
240	79	268	189	path	4
241	80	309	229	new	4
242	80	280	200	path	4
243	80	293	213	new	4
244	81	307	226	path	4
245	82	332	250	path	4
246	82	289	207	new	4
247	82	270	188	new	4
248	83	243	160	new	4
249	83	552	469	path	4
250	83	238	155	new	4
251	83	233	150	new	4
252	84	215	131	new	4
253	84	233	149	path	4
254	84	277	193	new	4
255	84	294	210	new	4
256	85	251	166	path	4
257	86	266	180	new	4
258	86	272	186	path	4
259	87	274	187	path	4
260	88	300	212	path	4
261	88	247	159	path	4
262	88	273	185	new	4
263	88	280	192	new	4
264	89	257	168	path	4
265	89	227	138	path	4
266	89	401	312	new	4
267	89	276	187	new	4
268	89	227	138	path	4
269	89	275	186	new	4
270	89	430	341	path	4
271	89	268	179	path	4
272	89	349	260	new	4
273	89	410	321	new	4
274	90	204	114	path	4
275	90	303	213	path	4
276	90	251	161	path	4
277	91	241	150	path	4
278	92	304	212	new	4
279	92	308	216	new	4
280	92	300	208	path	4
281	92	226	134	new	4
282	92	248	156	new	4
283	92	358	266	path	4
284	92	191	99	path	4
285	93	255	162	new	4
286	93	278	185	path	4
287	93	276	183	new	4
288	93	347	254	path	4
289	93	227	134	new	4
290	93	267	174	path	4
291	93	257	164	path	4
292	93	246	153	new	4
293	93	257	164	path	4
294	94	300	206	new	4
295	94	251	157	path	4
296	94	226	132	new	4
297	94	294	200	path	4
298	94	238	144	new	4
299	94	294	200	new	4
300	94	313	219	new	4
301	94	300	206	path	4
302	95	374	279	new	4
303	95	227	132	new	4
304	95	292	197	path	4
305	96	428	332	path	4
306	96	438	342	new	4
307	96	310	214	path	4
308	96	256	160	path	4
309	96	228	132	new	4
310	96	230	134	new	4
311	96	264	168	new	4
312	97	269	172	new	4
313	97	328	231	new	4
314	97	275	178	path	4
315	97	253	156	path	4
316	97	244	147	new	4
317	97	331	234	path	4
318	97	329	232	path	4
319	98	359	261	new	4
320	98	298	200	new	4
321	98	234	136	new	4
322	100	442	342	new	4
323	100	282	182	new	4
324	100	234	134	new	4
325	100	269	169	new	4
326	100	282	182	new	4
327	100	434	334	path	4
328	100	300	200	path	4
329	100	254	154	new	4
330	101	235	134	new	4
331	101	377	276	path	4
332	101	328	227	new	4
333	101	251	150	new	4
334	101	281	180	path	4
335	102	312	210	new	4
336	102	297	195	new	4
337	102	355	253	new	4
338	102	256	154	new	4
339	103	302	199	new	4
340	103	297	194	path	4
341	103	267	164	new	4
342	103	254	151	new	4
343	103	309	206	new	4
344	103	278	175	path	4
345	103	350	247	path	4
346	104	403	299	path	4
347	104	238	134	new	4
348	104	251	147	path	4
349	104	311	207	new	4
350	105	464	359	new	4
351	105	253	148	new	4
352	105	545	440	path	4
353	105	313	208	new	4
354	105	292	187	new	4
355	106	272	166	new	4
356	106	316	210	path	4
357	106	290	184	new	4
358	106	299	193	new	4
359	106	302	196	new	4
360	106	299	193	new	4
361	106	286	180	new	4
362	106	259	153	new	4
363	107	257	150	path	4
364	107	264	157	path	4
365	107	297	190	path	4
366	107	502	395	new	4
367	107	324	217	path	4
368	108	242	134	new	4
369	108	302	194	new	4
370	108	239	131	path	4
371	108	293	185	new	4
372	108	242	134	new	4
373	108	295	187	new	4
374	108	289	181	new	4
375	108	307	199	new	4
376	109	333	224	path	4
377	109	243	134	new	4
378	110	246	136	new	4
379	110	244	134	new	4
380	110	246	136	new	4
381	110	251	141	path	4
382	110	493	383	new	4
383	111	316	205	path	4
384	111	241	130	new	4
385	111	245	134	new	4
386	112	270	158	path	4
387	113	260	147	path	4
388	113	242	129	new	4
389	113	281	168	new	4
390	113	272	159	path	4
391	113	239	126	path	4
392	114	385	271	path	4
393	114	287	173	new	4
394	114	246	132	new	4
395	114	227	113	path	4
396	115	249	134	new	4
397	115	266	151	new	4
398	115	251	136	new	4
399	116	328	212	new	4
400	116	273	157	new	4
401	116	279	163	new	4
402	116	290	174	new	4
403	116	281	165	path	4
404	116	560	444	path	4
405	116	250	134	new	4
406	117	251	134	new	4
407	117	251	134	new	4
408	117	545	428	path	4
409	117	249	132	new	4
410	117	337	220	new	4
411	117	245	128	path	4
412	117	302	185	path	4
413	117	389	272	new	4
414	118	246	128	new	4
415	118	299	181	new	4
416	118	283	165	new	4
417	118	272	154	path	4
418	118	277	159	new	4
419	118	300	182	new	4
420	118	281	163	path	4
421	119	263	144	new	4
422	119	301	182	new	4
423	119	348	229	new	4
424	119	327	208	new	4
425	119	274	155	path	4
426	119	314	195	path	4
427	120	311	191	new	4
428	120	378	258	path	4
429	120	254	134	new	4
430	120	283	163	new	4
431	120	252	132	new	4
432	120	253	133	new	4
433	121	254	133	new	4
434	122	256	134	new	4
435	122	228	106	path	4
436	122	258	136	new	4
437	123	378	255	path	4
438	123	307	184	path	4
439	123	268	145	new	4
440	124	356	232	new	4
441	124	271	147	new	4
442	124	271	147	new	4
443	125	261	136	path	4
444	125	277	152	path	4
445	125	487	362	path	4
446	126	387	261	new	4
447	127	261	134	new	4
448	128	310	182	new	4
449	128	367	239	path	4
450	129	297	168	path	4
451	129	323	194	new	4
452	129	259	130	path	4
453	129	316	187	new	4
454	129	274	145	path	4
455	129	316	187	new	4
456	129	261	132	new	4
457	130	246	116	path	4
458	131	261	130	new	4
459	131	307	176	path	4
460	132	266	134	new	4
461	132	324	192	path	4
462	132	-1	-1	censored	4
463	132	387	255	path	4
464	133	280	147	new	4
465	133	262	129	path	4
466	133	288	155	new	4
467	134	360	226	path	4
468	134	398	264	path	4
469	135	404	269	path	4
470	135	321	186	new	4
471	135	322	187	new	4
472	136	333	197	path	4
473	136	298	162	path	4
474	137	266	129	path	4
475	137	271	134	new	4
476	137	269	132	new	4
477	137	297	160	path	4
478	137	314	177	new	4
479	137	261	124	path	4
480	138	297	159	path	4
481	138	270	132	new	4
482	138	267	129	new	4
483	139	370	231	new	4
484	139	324	185	new	4
485	139	280	141	path	4
486	139	289	150	new	4
487	140	541	401	new	4
488	140	335	195	path	4
489	140	274	134	new	4
490	140	300	160	path	4
491	140	276	136	new	4
492	141	307	166	new	4
493	141	350	209	new	4
494	142	328	186	path	4
495	142	311	169	new	4
496	142	404	262	new	4
497	143	277	134	new	4
498	143	323	180	new	4
499	143	434	291	path	4
500	144	350	206	path	4
501	144	278	134	new	4
502	145	417	272	path	4
503	152	324	172	path	4
504	153	287	134	new	4
505	156	290	134	new	4
506	157	305	148	path	4
507	157	311	154	new	4
508	157	267	110	path	4
509	157	294	137	path	4
510	158	321	163	new	4
511	158	328	170	new	4
512	158	337	179	path	4
513	159	313	154	new	4
514	160	351	191	path	4
515	160	376	216	path	4
516	160	297	137	path	4
517	160	294	134	new	4
518	161	430	269	path	4
519	161	416	255	new	4
520	162	273	111	path	4
521	162	328	166	path	4
522	163	310	147	new	4
523	163	296	133	new	4
524	164	253	89	path	4
525	165	293	128	path	4
526	165	314	149	path	4
527	165	298	133	path	4
528	165	269	104	path	4
529	165	267	102	path	4
530	166	395	229	path	4
531	166	294	128	new	4
532	166	316	150	path	4
533	166	315	149	path	4
534	166	335	169	new	4
535	166	261	95	path	4
536	166	234	68	path	4
537	166	301	135	path	4
538	167	331	164	new	4
539	167	253	86	path	4
540	168	256	88	path	4
541	170	376	206	new	4
542	171	368	197	new	4
543	171	305	134	new	4
544	172	336	164	new	4
545	172	349	177	path	4
546	172	354	182	new	4
547	173	368	195	path	4
548	173	316	143	new	4
549	174	366	192	new	4
550	174	336	162	new	4
551	174	273	99	path	4
552	175	307	132	new	4
553	176	330	154	path	4
554	176	501	325	new	4
555	176	330	154	new	4
556	176	357	181	new	4
557	177	436	259	new	4
558	177	513	336	new	4
559	177	310	133	new	4
560	177	376	199	path	4
561	177	318	141	new	4
562	177	410	233	path	4
563	177	311	134	new	4
564	177	319	142	path	4
565	178	326	148	new	4
566	179	313	134	new	4
567	179	313	134	new	4
568	179	360	181	path	4
569	179	380	201	new	4
570	179	344	165	new	4
571	179	313	134	new	4
572	179	305	126	path	4
573	179	359	180	new	4
574	180	310	130	path	4
575	180	308	128	path	4
576	180	356	176	new	4
577	181	345	164	new	4
578	181	381	200	new	4
579	181	277	96	path	4
580	181	366	185	new	4
581	182	359	177	path	4
582	182	277	95	path	4
583	182	332	150	path	4
584	183	330	147	path	4
585	183	377	194	new	4
586	183	251	68	path	4
587	184	280	96	path	4
588	184	352	168	new	4
589	184	300	116	path	4
590	184	300	116	path	4
591	184	377	193	new	4
592	185	264	79	path	4
593	187	337	150	path	4
594	187	253	66	path	4
595	188	342	154	path	4
596	188	353	165	path	4
597	188	263	75	path	4
598	188	393	205	new	4
599	188	430	242	path	4
600	189	430	241	path	4
601	190	324	134	new	4
602	190	359	169	path	4
603	190	413	223	path	4
604	191	294	103	path	4
605	191	256	65	path	4
606	192	328	136	new	4
607	193	404	211	path	4
608	193	372	179	new	4
609	194	372	178	new	4
610	194	349	155	path	4
611	194	328	134	new	4
612	195	328	133	new	4
613	195	251	56	path	4
614	195	311	116	path	4
615	196	330	134	new	4
616	196	227	31	path	4
617	196	415	219	path	4
618	197	253	56	path	4
619	201	352	151	path	4
620	202	381	179	new	4
621	203	366	163	new	4
622	203	334	131	new	4
623	205	304	99	path	4
624	206	381	175	new	4
625	209	299	90	new	4
626	210	266	56	path	4
627	210	397	187	new	4
628	210	305	95	path	4
629	211	367	156	path	4
630	212	307	95	path	4
631	212	332	120	path	4
632	213	337	124	path	4
633	214	384	170	new	4
634	214	302	88	path	4
635	214	474	260	new	4
636	214	348	134	new	4
637	215	403	188	path	4
