epoch	V	E	b1H	b1S	label	d_cal	npts	n_alive_cyc	ov_lcc	ov_meandeg	ov_density	degenerate
25	25	47	23	17	SW	nan	1	23	1.0	4.260869565217392	0.19367588932806323	0
50	79	155	77	58	SW	nan	1	77	1.0	6.415584415584416	0.08441558441558442	0
75	130	257	128	104	SW	nan	1	128	1.0	5.875	0.04625984251968504	0
100	149	295	147	121	SW	nan	1	147	1.0	5.537414965986395	0.0379274997670301	0
125	159	315	157	131	SW	nan	1	157	1.0	5.439490445859873	0.03486852849910175	0
150	221	439	219	171	SW	nan	2	219	1.0	4.931506849315069	0.022621591051903985	0
175	239	475	237	194	SW	nan	2	236	1.0	4.796610169491525	0.020411107104219256	0
200	243	483	241	188	SW	nan	2	225	1.0	4.435555555555555	0.019801587301587303	0
225	280	557	278	211	SW	nan	3	253	0.9841897233201581	4.07905138339921	0.016186711838885752	0
250	414	825	412	301	SW	nan	3	382	0.9842931937172775	3.863874345549738	0.010141402481757843	0
275	513	1023	511	381	SW	nan	3	463	0.9222462203023758	3.6069114470842334	0.007807167634381457	0
300	571	1139	569	426	SW	nan	2	505	0.9267326732673268	3.5247524752475248	0.006993556498506993	0
325	617	1231	615	456	SW	nan	2	540	0.85	3.3925925925925924	0.006294234865663437	0
350	629	1253	625	485	SW	nan	3	549	0.6557377049180327	3.2604735883424407	0.005949769321792775	0
375	630	1253	624	474	SW	nan	2	539	0.6326530612244898	3.142857142857143	0.005841741901221455	0
400	666	1326	661	469	SW	nan	3	529	0.23629489603024575	2.9224952741020793	0.005535028928223635	0
425	750	1488	739	502	METR	4.353700973545683	4	574	0.29442508710801396	2.8118466898954706	0.004907236806100297	0
450	780	1545	766	517	METR	4.349419161048981	4	575	0.2382608695652174	2.6295652173913044	0.004581124072110286	0
475	738	1454	717	468	SW	nan	3	492	0.2459349593495935	2.317073170731707	0.004719089960757042	0
500	735	1440	706	457	METR	4.3245387908636115	4	476	0.1407563025210084	2.138655462184874	0.004502432551968156	0
525	746	1450	705	478	METR	3.358690107843409	4	492	0.14227642276422764	2.16260162601626	0.004404483963373239	0
550	740	1444	705	460	SW	nan	3	457	0.05689277899343545	2.0043763676148796	0.004395562209681753	0
575	723	1404	682	432	SW	nan	3	426	0.0539906103286385	1.84037558685446	0.004330295498481082	0
600	711	1373	663	417	METR	3.9534439214665524	4	398	0.05778894472361809	1.7537688442211055	0.004417553763781122	0
625	682	1310	629	377	METR	4.125885082357186	4	347	0.06628242074927954	1.5273775216138328	0.004414385900618014	0
650	624	1179	556	317	SW	nan	3	289	0.0657439446366782	1.3840830449826989	0.004805843906189927	0
675	549	1012	464	262	METR	4.193576815207274	4	215	0.046511627906976744	1.1906976744186046	0.005564007824386003	0
700	502	909	408	236	METR	3.806266606091745	4	192	0.041666666666666664	1.125	0.0058900523560209425	0
725	498	895	398	233	METR	3.4039692893867795	4	204	0.04411764705882353	1.3627450980392157	0.006713030039602047	0
750	453	810	358	211	METR	4.25857736416736	4	175	0.045714285714285714	1.1657142857142857	0.006699507389162562	0
775	403	714	312	189	SW	nan	3	151	0.052980132450331126	1.205298013245033	0.008035320088300222	0
800	366	642	277	174	METR	3.7979122463285937	4	134	0.05970149253731343	1.2835820895522387	0.00965099315452811	0
825	336	583	248	155	SW	nan	3	121	0.06611570247933884	1.322314049586777	0.011019283746556474	0
850	302	517	216	128	METR	2.7797870129152926	4	101	0.06930693069306931	1.2475247524752475	0.012475247524752476	0
875	251	421	171	100	SW	nan	3	81	0.08641975308641975	1.2345679012345678	0.015432098765432098	0
900	206	339	134	85	SW	nan	3	64	0.09375	1.0625	0.016865079365079364	0
