cycle_id	birth	death	lifetime	died_by	len
0	6	306	300	new	3
1	6	447	441	new	3
2	6	338	332	new	3
3	6	542	536	path	3
4	6	332	326	new	3
5	8	296	288	new	3
6	8	293	285	new	3
7	8	223	215	new	3
8	8	302	294	new	3
9	10	298	288	new	3
10	12	272	260	new	3
11	14	240	226	new	3
12	14	190	176	new	3
13	15	724	709	path	3
14	16	334	318	new	3
15	16	624	608	path	3
16	17	532	515	path	3
17	18	532	514	new	3
18	20	223	203	path	3
19	22	378	356	new	3
20	22	306	284	path	3
21	23	303	280	new	3
22	23	542	519	path	3
23	23	196	173	new	3
24	24	356	332	path	3
25	24	327	303	new	3
26	26	282	256	path	3
27	27	273	246	new	3
28	28	191	163	new	3
29	28	246	218	new	3
30	30	451	421	new	3
31	33	293	260	path	3
32	36	302	266	path	3
33	36	326	290	new	3
34	38	284	246	new	3
35	38	332	294	path	3
36	40	272	232	path	3
37	40	267	227	new	3
38	41	272	231	path	3
39	41	296	255	path	3
40	41	332	291	path	3
41	42	322	280	path	3
42	42	241	199	new	3
43	43	173	130	new	3
44	43	330	287	new	3
45	44	277	233	new	3
46	44	236	192	new	3
47	44	264	220	new	3
48	44	302	258	path	3
49	45	264	219	new	3
50	45	293	248	path	3
51	45	255	210	new	3
52	45	339	294	new	3
53	45	230	185	new	3
54	45	262	217	new	3
55	46	334	288	path	3
56	46	303	257	path	3
57	46	334	288	path	3
58	46	334	288	path	3
59	47	183	136	new	3
60	47	298	251	path	3
61	47	282	235	new	3
62	47	493	446	path	3
63	47	343	296	new	3
64	47	280	233	new	3
65	47	344	297	new	3
66	48	356	308	new	3
67	49	542	493	path	3
68	49	200	151	new	3
69	49	195	146	new	3
70	50	180	130	new	3
71	50	269	219	new	3
72	50	376	326	path	3
73	50	302	252	path	3
74	51	277	226	new	3
75	51	273	222	path	3
76	53	246	193	path	3
77	53	267	214	path	3
78	54	286	232	new	3
79	54	208	154	new	3
80	56	222	166	new	3
81	56	418	362	new	3
82	58	250	192	new	3
83	58	269	211	new	3
84	58	520	462	new	3
85	59	216	157	new	3
86	60	305	245	new	3
87	60	365	305	new	3
88	62	303	241	path	3
89	64	305	241	new	3
90	64	293	229	new	3
91	69	332	263	path	3
92	69	528	459	new	3
93	70	266	196	new	3
94	70	338	268	path	3
95	71	255	184	new	3
96	72	304	232	new	3
97	72	284	212	path	3
98	72	286	214	path	3
99	73	207	134	new	3
100	74	316	242	new	3
101	74	532	458	path	3
102	74	324	250	new	3
103	74	253	179	new	3
104	74	293	219	path	3
105	74	284	210	path	3
106	75	273	198	new	3
107	75	347	272	new	3
108	76	417	341	new	3
109	76	274	198	new	3
110	76	263	187	new	3
111	77	239	162	new	3
112	77	267	190	path	3
113	78	322	244	path	3
114	78	267	189	new	3
115	79	469	390	new	3
116	79	259	180	new	3
117	80	416	336	new	3
118	80	418	338	path	3
119	81	319	238	new	3
120	82	327	245	new	3
121	82	300	218	new	3
122	82	305	223	path	3
123	82	356	274	new	3
124	83	455	372	new	3
125	83	378	295	new	3
126	83	349	266	new	3
127	83	240	157	path	3
128	84	334	250	path	3
129	84	426	342	new	3
130	85	238	153	new	3
131	85	259	174	new	3
132	86	269	183	new	3
133	86	528	442	path	3
134	86	454	368	path	3
135	87	283	196	new	3
136	88	308	220	new	3
137	88	262	174	new	3
138	89	319	230	path	3
139	89	360	271	new	3
140	90	340	250	new	3
141	90	326	236	path	3
142	91	296	205	path	3
143	91	308	217	new	3
144	91	453	362	new	3
145	91	225	134	new	3
146	93	226	133	new	3
147	93	254	161	new	3
148	94	500	406	new	3
149	94	344	250	new	3
150	95	327	232	path	3
151	95	315	220	new	3
152	96	316	220	path	3
153	96	244	148	new	3
154	96	241	145	new	3
155	96	339	243	path	3
156	97	229	132	new	3
157	97	321	224	path	3
158	97	514	417	new	3
159	97	426	329	path	3
160	98	244	146	new	3
161	99	447	348	path	3
162	100	236	136	new	3
163	100	408	308	new	3
164	101	412	311	new	3
165	102	584	482	new	3
166	102	299	197	new	3
167	102	254	152	new	3
168	103	252	149	new	3
169	104	238	134	new	3
170	104	447	343	path	3
171	104	316	212	path	3
172	104	302	198	path	3
173	105	506	401	new	3
174	105	305	200	path	3
175	105	321	216	path	3
176	106	277	171	new	3
177	106	260	154	new	3
178	106	356	250	path	3
179	107	384	277	new	3
180	107	591	484	path	3
181	107	261	154	new	3
182	107	324	217	new	3
183	108	326	218	new	3
184	108	629	521	path	3
185	108	326	218	new	3
186	108	454	346	new	3
187	108	282	174	path	3
188	109	243	134	new	3
189	109	365	256	new	3
190	109	273	164	new	3
191	110	308	198	path	3
192	110	289	179	new	3
193	110	319	209	path	3
194	110	459	349	new	3
195	110	522	412	new	3
196	111	239	128	new	3
197	111	486	375	new	3
198	111	371	260	new	3
199	111	322	211	new	3
200	111	558	447	new	3
201	112	329	217	new	3
202	112	245	133	new	3
203	113	306	193	new	3
204	113	285	172	new	3
205	114	324	210	path	3
206	114	290	176	new	3
207	114	248	134	new	3
208	114	300	186	path	3
209	114	343	229	new	3
210	114	416	302	new	3
211	114	278	164	new	3
212	114	246	132	new	3
