epoch	V	phase	subphase	label
25	25	growth	-	SW
50	79	growth	-	SW
75	130	growth	-	SW
100	149	growth	-	SW
125	159	growth	-	SW
150	221	growth	-	SW
175	239	growth	-	SW
200	243	growth	-	SW
225	280	growth	-	SW
250	414	growth	-	SW
275	513	growth	-	SW
300	571	growth	-	SW
325	617	growth	-	SW
350	629	growth	-	SW
375	630	growth	-	SW
400	666	growth	-	SW
425	750	growth	-	METR
450	780	growth	-	METR
475	738	growth	-	SW
500	735	growth	-	METR
525	746	growth	-	METR
550	740	growth	-	SW
575	723	growth	-	SW
600	711	growth	-	METR
625	682	contraction	shedding	METR
650	624	contraction	shedding	SW
675	549	contraction	shedding	METR
700	502	contraction	shedding	METR
725	498	contraction	shedding	METR
750	453	contraction	shedding	METR
775	403	contraction	shedding	SW
800	366	contraction	shedding	METR
825	336	contraction	shedding	SW
850	302	contraction	shedding	METR
875	251	contraction	shedding	SW
900	206	contraction	shedding	SW
925	177	contraction	shedding	SW
950	168	contraction	shedding	SW
975	151	contraction	shedding	SW
1000	167	contraction	shedding	METR
1025	175	contraction	shedding	FRAG
1050	178	contraction	consolidation	FRAG
1075	210	contraction	consolidation	SW
1100	201	contraction	consolidation	SW
1125	199	growth	-	SW
1150	296	growth	-	SW
1175	368	growth	-	SW
1200	418	growth	-	SW
1225	462	growth	-	SW
1250	489	growth	-	SW
1275	514	growth	-	SW
1300	554	growth	-	SW
1325	576	growth	-	SW
1350	575	growth	-	SW
1375	579	growth	-	SW
1400	560	growth	-	SW
1425	549	growth	-	SW
1450	523	growth	-	SW
1475	525	growth	-	SW
1500	490	growth	-	SW
1525	461	growth	-	SW
1550	416	growth	-	SW
1575	386	growth	-	SW
1600	351	growth	-	SW
1625	356	growth	-	METR
1650	328	growth	-	SW
1675	305	growth	-	SW
1700	302	growth	-	METR
1725	307	growth	-	METR
1750	332	growth	-	METR
1775	308	growth	-	SW
1800	304	growth	-	SW
1825	319	growth	-	METR
1850	346	growth	-	METR
1875	364	growth	-	METR
1900	366	growth	-	METR
1925	372	growth	-	METR
1950	367	growth	-	SW
1975	348	growth	-	METR
2000	341	growth	-	SW
2025	312	growth	-	SW
2050	300	growth	-	METR
2075	304	growth	-	METR
2100	289	growth	-	METR
2125	272	growth	-	METR
2150	279	growth	-	METR
2175	275	growth	-	METR
2200	293	growth	-	METR
2225	329	growth	-	METR
2250	315	growth	-	METR
2275	321	growth	-	METR
2300	326	growth	-	METR
2325	304	growth	-	METR
2350	288	growth	-	METR
2375	258	growth	-	METR
2400	261	growth	-	METR
2425	258	growth	-	METR
2450	261	growth	-	METR
2475	247	growth	-	METR
2500	235	growth	-	METR
2525	214	growth	-	METR
2550	205	growth	-	METR
2575	238	growth	-	METR
2600	226	growth	-	METR
2625	237	growth	-	SW
2650	195	growth	-	SW
2675	203	growth	-	SW
2700	242	growth	-	SW
2725	281	growth	-	SW
2750	304	growth	-	SW
2775	329	growth	-	SW
2800	378	growth	-	SW
2825	419	growth	-	SW
2850	415	growth	-	SW
2875	447	growth	-	SW
2900	445	growth	-	SW
2925	475	growth	-	SW
2950	493	growth	-	SW
2975	484	growth	-	SW
3000	458	growth	-	METR
3025	461	growth	-	METR
3050	442	growth	-	SW
3075	415	growth	-	SW
3100	374	growth	-	SW
3125	348	growth	-	SW
3150	305	growth	-	SW
3175	295	growth	-	SW
3200	285	growth	-	SW
3225	294	growth	-	METR
3250	294	growth	-	SW
3275	281	growth	-	SW
3300	322	growth	-	METR
3325	368	growth	-	METR
3350	371	growth	-	METR
3375	380	growth	-	SW
3400	409	growth	-	SW
3425	406	growth	-	SW
3450	400	growth	-	SW
3475	417	growth	-	METR
3500	486	growth	-	METR
3525	565	growth	-	METR
3550	565	growth	-	METR
3575	594	growth	-	METR
3600	623	growth	-	METR
3625	644	growth	-	METR
3650	680	growth	-	METR
3675	658	growth	-	METR
3700	625	growth	-	METR
3725	562	contraction	shedding	METR
3750	524	contraction	shedding	METR
3775	543	contraction	shedding	METR
3800	440	contraction	shedding	METR
3825	347	contraction	shedding	METR
3850	333	contraction	shedding	METR
3875	324	contraction	shedding	METR
3900	329	contraction	shedding	METR
3925	312	contraction	shedding	METR
3950	283	contraction	shedding	METR
3975	266	contraction	consolidation	METR
4000	343	contraction	consolidation	METR
