cycle_id	birth	death	lifetime	died_by	len
0	4	318	314	new	3
1	6	324	318	new	3
2	9	329	320	new	3
3	9	363	354	new	3
4	10	318	308	path	3
5	10	287	277	new	3
6	11	230	219	new	3
7	11	254	243	new	3
8	11	363	352	path	4
9	12	287	275	path	4
10	12	216	204	new	4
11	12	435	423	new	4
12	13	451	438	path	4
13	14	212	198	new	4
14	15	212	197	path	4
15	17	435	418	path	4
16	19	382	363	new	4
17	19	435	416	new	4
18	20	212	192	path	4
19	20	216	196	path	4
20	20	278	258	new	4
21	22	200	178	new	4
22	22	270	248	new	4
23	22	318	296	path	4
24	25	300	275	new	4
25	26	355	329	new	4
26	26	315	289	new	4
27	27	263	236	path	4
28	27	311	284	new	4
29	27	363	336	path	4
30	28	270	242	path	4
31	28	543	515	path	4
32	31	355	324	path	4
33	32	270	238	path	4
34	33	363	330	path	4
35	34	212	178	path	4
36	35	325	290	new	4
37	37	449	412	new	4
38	38	270	232	path	4
39	38	299	261	path	4
40	38	263	225	path	4
41	38	351	313	path	4
42	39	329	290	path	4
43	41	231	190	new	4
44	41	423	382	path	4
45	42	254	212	path	4
46	43	367	324	path	4
47	44	216	172	path	4
48	44	468	424	path	4
49	44	253	209	new	4
50	46	289	243	new	4
51	46	253	207	new	4
52	47	287	240	path	4
53	48	287	239	path	4
54	48	466	418	new	4
55	48	265	217	new	4
56	49	212	163	path	4
57	49	263	214	path	4
58	49	278	229	new	4
59	49	465	416	new	4
60	50	306	256	new	4
61	50	306	256	path	4
62	50	296	246	new	4
63	51	241	190	new	4
64	51	296	245	path	4
65	51	265	214	path	4
66	52	242	190	new	4
67	53	266	213	new	4
68	54	187	133	new	4
69	59	291	232	new	4
70	60	318	258	path	4
71	60	194	134	new	4
72	60	278	218	path	4
73	60	216	156	path	4
74	61	289	228	path	4
75	62	287	225	path	4
76	62	445	383	path	4
77	63	269	206	new	4
78	65	219	154	new	4
79	66	418	352	path	4
80	72	253	181	path	4
81	76	363	287	path	4
82	77	491	414	path	4
83	77	231	154	path	4
84	78	310	232	path	4
85	81	249	168	new	4
86	85	366	281	path	4
87	86	231	145	path	4
88	86	270	184	path	4
89	86	319	233	new	4
90	86	451	365	path	4
91	86	308	222	path	4
92	87	263	176	path	4
93	87	278	191	path	4
94	87	221	134	new	4
95	88	242	154	new	4
96	89	641	552	new	4
97	89	451	362	path	4
98	89	286	197	new	4
99	90	311	221	path	4
100	92	366	274	path	4
101	93	315	222	path	4
102	93	243	150	new	4
103	95	356	261	new	4
104	96	331	235	new	4
105	96	287	191	path	4
106	97	347	250	new	4
107	98	230	132	path	4
108	98	266	168	path	4
109	99	263	164	path	4
110	99	233	134	new	4
111	99	287	188	path	4
112	99	270	171	path	4
113	99	270	171	new	4
114	103	312	209	new	4
115	105	289	184	new	4
116	107	300	193	new	4
117	107	422	315	new	4
118	109	418	309	new	4
119	109	242	133	new	4
120	109	543	434	path	4
121	110	249	139	path	4
122	110	383	273	path	4
123	110	320	210	new	4
124	110	308	198	new	4
125	110	298	188	path	4
126	110	258	148	new	4
127	111	329	218	path	4
128	111	244	133	new	4
129	114	263	149	path	4
130	115	307	192	new	4
131	115	264	149	path	4
132	116	254	138	path	4
133	116	250	134	new	4
134	116	366	250	path	4
135	118	480	362	path	4
136	118	315	197	path	4
137	118	543	425	path	4
138	120	339	219	new	4
139	120	308	188	new	4
140	121	274	153	path	4
141	121	231	110	path	4
142	121	308	187	path	4
143	122	256	134	new	4
144	124	319	195	new	4
145	125	312	187	path	4
146	126	459	333	new	4
147	126	212	86	path	4
148	127	263	136	path	4
149	127	261	134	new	4
150	127	500	373	path	4
151	127	216	89	path	4
152	128	270	142	path	4
153	130	284	154	path	4
154	130	329	199	path	4
155	131	265	134	new	4
156	132	300	168	path	4
157	132	366	234	path	4
158	134	351	217	path	4
159	136	212	76	path	4
160	136	288	152	path	4
161	136	212	76	path	4
162	151	355	204	path	4
163	151	442	291	new	4
164	152	480	328	path	4
165	153	556	403	path	4
166	153	296	143	path	4
167	154	308	154	path	4
168	154	321	167	new	4
169	154	298	144	path	4
