epoch	V	E	b1H	b1S	label	d_cal	npts	n_alive_cyc	ov_lcc	ov_meandeg	ov_density	degenerate
25	19	35	17	13	SW	nan	1	17	1.0	5.411764705882353	0.3382352941176471	0
50	55	107	53	41	SW	nan	1	53	1.0	7.320754716981132	0.14078374455732948	0
75	110	217	108	84	SW	nan	2	108	1.0	9.314814814814815	0.08705434406368986	0
100	117	231	115	95	SW	nan	2	115	1.0	9.304347826086957	0.08161708619374523	0
125	129	255	127	107	SW	nan	2	127	1.0	9.543307086614174	0.07574053243344582	0
150	210	417	208	166	SW	nan	3	208	1.0	11.288461538461538	0.054533630620587144	0
175	256	509	254	206	SW	nan	2	254	1.0	11.456692913385826	0.04528337119915347	0
200	277	550	274	223	SW	nan	2	267	1.0	11.385767790262172	0.042803638309256285	0
225	327	650	324	262	SW	nan	3	296	1.0	11.783783783783784	0.03994502977553825	0
250	429	854	426	347	SW	nan	3	389	1.0	12.23650385604113	0.031537381072270956	0
275	488	971	484	385	SW	nan	3	392	0.9923469387755102	10.714285714285714	0.02740226525392766	0
300	520	1035	516	393	SW	nan	3	379	0.9894459102902374	9.366754617414248	0.024779774120143514	0
325	536	1067	532	414	SW	nan	3	375	0.9866666666666667	9.130666666666666	0.024413547237076647	0
350	577	1149	573	419	SW	nan	3	346	0.976878612716763	8.358381502890174	0.024227192762000502	0
375	589	1172	584	395	SW	nan	3	290	0.9206896551724137	7.372413793103449	0.025510082329077675	0
400	578	1140	563	354	SW	nan	3	250	0.94	6.248	0.025092369477911648	0
425	558	1079	522	313	SW	nan	3	185	0.9135135135135135	5.589189189189189	0.030376028202115157	0
450	555	1065	511	334	METR	3.9825110862080515	4	169	0.8579881656804734	4.627218934911243	0.02754296985066216	0
475	551	1060	510	326	METR	5.001032037575703	4	147	0.7619047619047619	3.9591836734693877	0.027117696393625945	0
500	547	1041	495	305	SW	nan	3	125	0.68	3.632	0.02929032258064516	0
525	527	988	462	294	SW	nan	3	117	0.6752136752136753	3.572649572649573	0.030798703212496316	0
550	499	922	424	261	SW	nan	3	93	0.7204301075268817	3.5483870967741935	0.038569424964936885	0
575	493	898	406	251	METR	3.861488257682329	4	97	0.7010309278350515	3.5463917525773194	0.036941580756013746	0
600	476	851	376	219	METR	3.565222828443823	4	92	0.40217391304347827	2.6956521739130435	0.029622551361681796	0
625	427	746	320	181	METR	3.7116768232530615	4	76	0.40789473684210525	2.473684210526316	0.03298245614035088	0
650	386	651	266	159	METR	3.950051309010752	4	61	0.4262295081967213	2.1639344262295084	0.036065573770491806	0
675	355	592	238	136	METR	4.359008334219772	4	56	0.42857142857142855	2.107142857142857	0.03831168831168831	0
700	326	543	218	124	SW	nan	3	53	0.3584905660377358	1.9622641509433962	0.03773584905660377	0
725	317	522	206	126	SW	nan	3	54	0.37037037037037035	2.074074074074074	0.039133473095737246	0
750	289	465	177	102	METR	3.8036616122006657	4	46	0.3695652173913043	1.6956521739130435	0.03768115942028986	0
775	251	396	146	89	METR	2.6648994818144525	4	34	0.5	1.5294117647058822	0.04634581105169341	0
800	217	335	119	72	SW	nan	3	25	0.48	1.52	0.06333333333333334	0
825	203	308	106	73	SW	nan	3	27	0.48148148148148145	1.7037037037037037	0.06552706552706553	0
850	196	299	105	67	METR	3.7171394040942265	4	27	0.25925925925925924	1.3333333333333333	0.05128205128205128	0
875	195	302	108	71	METR	3.4070005834639225	4	31	0.22580645161290322	1.4193548387096775	0.047311827956989246	0
900	183	279	97	67	METR	3.4009294425813454	4	27	0.2222222222222222	1.2592592592592593	0.04843304843304843	0
