epoch	V	E	b1H	b1S	label	d_cal	npts	n_alive_cyc	ov_lcc	ov_meandeg	ov_density	degenerate
1525	281	516	236	169	METR	1.691988204487407	5	165	0.23636363636363636	1.8666666666666667	0.011382113821138212	0
1550	277	507	231	153	METR	1.84055883321327	5	156	0.28846153846153844	1.9615384615384615	0.012655086848635236	0
1575	258	472	215	145	METR	2.3931084910841256	6	145	0.3103448275862069	2.013793103448276	0.013984674329501916	0
1600	260	470	211	153	METR	2.463331099546371	4	149	0.3087248322147651	2.1073825503355703	0.014239071286051152	0
1625	255	461	207	151	METR	2.9388911242502678	5	141	0.3262411347517731	2.127659574468085	0.015197568389057751	0
1650	251	454	204	140	METR	2.9272627946876675	5	129	0.29457364341085274	1.9689922480620154	0.015382751937984496	0
1675	253	459	207	132	METR	2.5650457870588714	4	121	0.21487603305785125	1.7685950413223142	0.014738292011019285	0
1700	249	449	201	134	METR	2.561607705661617	5	116	0.15517241379310345	1.603448275862069	0.013943028485757122	0
1725	285	521	237	156	METR	1.7043097326606829	7	146	0.2191780821917808	1.8493150684931507	0.012753897024090695	0
1750	332	611	281	177	METR	1.6574698074805652	8	191	0.14136125654450263	2.2408376963350785	0.011793882612289888	0
1775	326	602	277	183	METR	2.2479751059455726	6	192	0.14583333333333334	2.1666666666666665	0.011343804537521814	0
1800	306	561	256	176	METR	2.3228927467891483	5	178	0.16853932584269662	2.202247191011236	0.012442074525487208	0
1825	313	571	259	179	METR	2.159047472894102	4	185	0.1891891891891892	2.3783783783783785	0.012925969447708578	0
1850	301	545	245	177	METR	1.9946989976948952	5	177	0.1977401129943503	2.4745762711864407	0.014060092449922958	0
1875	311	569	259	169	METR	1.1826854614626394	5	185	0.1891891891891892	2.637837837837838	0.014336075205640423	0
1900	255	466	213	128	SW	nan	3	149	0.2348993288590604	3.0201342281879193	0.020406312352621078	0
1925	204	390	187	129	SW	nan	3	135	0.2222222222222222	2.888888888888889	0.02155887230514096	0
1950	238	458	221	154	SW	nan	3	172	0.28488372093023256	3.2325581395348837	0.018903848769209846	0
1975	313	615	303	227	SW	nan	2	250	0.284	3.664	0.014714859437751004	0
2000	324	635	312	244	SW	nan	2	262	0.2748091603053435	3.6030534351145036	0.013804802433388904	0
2025	333	654	322	247	SW	nan	2	262	0.1984732824427481	3.3587786259541983	0.012868883624345588	0
2050	341	670	330	257	SW	nan	2	276	0.19927536231884058	3.398550724637681	0.01235836627140975	0
2075	351	692	342	273	SW	nan	3	281	0.199288256227758	3.295373665480427	0.011769191662430097	0
2100	392	774	383	270	SW	nan	3	286	0.1888111888111888	3.027972027972028	0.010624463256042204	0
2125	433	854	422	281	SW	nan	3	301	0.16943521594684385	2.6843853820598005	0.00894795127353267	0
2150	426	838	413	282	SW	nan	3	292	0.1678082191780822	2.589041095890411	0.008897048439485949	0
2175	390	763	374	273	SW	nan	3	259	0.10038610038610038	2.2162162162162162	0.008589985334171381	0
2200	397	774	378	270	SW	nan	3	251	0.08366533864541832	2.135458167330677	0.00854183266932271	0
2225	396	772	377	270	SW	nan	3	246	0.08130081300813008	2.040650406504065	0.008329185332669653	0
2250	471	916	446	299	METR	3.2375213338135627	4	300	0.08666666666666667	2.1266666666666665	0.007112597547380156	0
2275	486	943	458	290	METR	4.0008548361492515	4	304	0.09210526315789473	2.0723684210526314	0.006839499739447629	0
2300	456	884	429	284	METR	4.127749201955359	4	279	0.08960573476702509	1.89247311827957	0.006807457259998453	0
2325	439	844	406	281	SW	nan	3	269	0.08550185873605948	1.8513011152416357	0.006907839982244909	0
2350	426	815	390	279	SW	nan	3	259	0.08494208494208494	1.722007722007722	0.006674448534913651	0
2375	428	816	389	269	METR	3.9519446220506285	4	244	0.0942622950819672	1.5491803278688525	0.006375227686703097	0
2400	440	840	401	248	METR	2.8554043493053314	4	232	0.10344827586206896	1.7155172413793103	0.007426481564412599	0
2425	429	818	390	249	METR	3.078545623981406	5	234	0.08974358974358974	1.606837606837607	0.006896298741792304	0
2450	504	971	468	302	METR	2.6886353919602195	5	314	0.0732484076433121	2.1910828025477707	0.007000264544881057	0
2475	596	1146	551	370	METR	3.1370595545105546	5	400	0.07	2.4	0.006015037593984963	0
2500	622	1194	573	387	METR	3.4334867547476238	5	422	0.06635071090047394	2.3791469194312795	0.005651180331190688	0
2525	631	1211	581	409	METR	2.6420250767800217	6	443	0.09255079006772009	2.492099322799097	0.005638233761988907	0
2550	622	1194	573	407	METR	3.3407566905664954	5	435	0.09195402298850575	2.4091954022988507	0.005551141479951269	0
2575	636	1225	590	400	METR	4.346239643848227	4	430	0.09302325581395349	2.432558139534884	0.005670298693554508	0
2600	630	1210	581	366	METR	3.769342188949555	4	400	0.0975	2.235	0.005601503759398496	0
2625	608	1161	554	332	METR	3.6892094141484333	5	364	0.09340659340659341	2.0934065934065935	0.005766960312414858	0
2650	547	1025	479	286	METR	3.7529558874345788	5	288	0.0625	1.8333333333333333	0.006387921022067364	0
2675	486	907	422	254	METR	3.135755584049196	5	242	0.05371900826446281	1.512396694214876	0.006275504955248448	0
2700	450	831	382	247	METR	2.99193765478812	6	228	0.05263157894736842	1.5087719298245614	0.006646572378081768	0
2725	413	764	352	215	METR	3.021390658167255	6	187	0.0481283422459893	1.2941176470588236	0.006957621758380772	0
2750	384	705	322	180	METR	2.0436325238741926	9	162	0.05555555555555555	1.3209876543209877	0.008204892262863278	0
2775	337	612	276	157	METR	1.7807945712919209	9	131	0.06870229007633588	1.1603053435114503	0.008925425719318848	0
2800	351	640	290	176	METR	1.7565970634937178	7	152	0.046052631578947366	1.2894736842105263	0.008539560822586266	0
2825	334	597	264	167	METR	1.954543163142276	10	146	0.04794520547945205	1.3150684931506849	0.009069437883797828	0
2850	309	551	243	152	METR	2.180877877330543	9	130	0.05384615384615385	1.2923076923076924	0.01001788908765653	0
2875	290	516	227	152	METR	1.836904491284319	8	123	0.06504065040650407	1.3170731707317074	0.010795681727309077	0
2900	323	580	258	170	METR	1.6402672342271254	8	156	0.05128205128205128	1.3974358974358974	0.009015715467328371	0
2925	346	626	281	180	METR	1.5518508102929318	12	174	0.06896551724137931	1.6091954022988506	0.00930170752773902	0
2950	327	586	260	156	METR	1.604141899331217	11	154	0.07792207792207792	1.5844155844155845	0.010355657414480943	0
2975	326	581	256	168	METR	1.5591008273280418	10	166	0.07228915662650602	1.6987951807228916	0.010295728368017525	0
3000	315	563	249	172	METR	1.7664027157015842	8	173	0.06936416184971098	1.8265895953757225	0.010619706949858853	0
3025	310	554	245	158	METR	1.8312934064651014	10	161	0.08074534161490683	1.8385093167701863	0.011490683229813664	0
3050	299	527	229	134	METR	1.7119553098167812	10	140	0.07857142857142857	1.6571428571428573	0.011921891058581706	0
3075	271	475	205	117	METR	1.5609067736580426	9	123	0.07317073170731707	1.5609756097560976	0.012794882047181128	0
3100	201	341	142	92	METR	1.6217050473623824	9	80	0.1	1.275	0.016139240506329113	0
3125	145	243	99	63	METR	1.6072994973824841	9	52	0.07692307692307693	1.0	0.0196078431372549	0
3150	143	242	100	65	METR	1.1114213914467264	10	64	0.09375	1.5	0.023809523809523808	0
3175	144	246	103	71	METR	1.1390530615743935	11	70	0.14285714285714285	1.8	0.02608695652173913	0
3200	153	263	111	81	METR	0.6641723233837964	14	82	0.17073170731707318	2.268292682926829	0.028003613369467027	0
3225	158	276	119	87	METR	0.8667146720045804	13	93	0.17204301075268819	2.6236559139784945	0.02851799906498364	0
3250	140	246	108	84	METR	1.481519205584002	6	91	0.18681318681318682	2.901098901098901	0.03223443223443224	0
3275	145	259	116	89	METR	1.9642350853893291	5	98	0.17346938775510204	2.9591836734693877	0.03050704818009678	0
3300	151	268	119	89	METR	1.800539273649081	7	101	0.16831683168316833	2.871287128712871	0.028712871287128714	0
3325	172	310	140	100	METR	1.618172607106509	7	113	0.1415929203539823	2.743362831858407	0.024494310998735776	0
3350	175	320	146	100	METR	1.5104340812462838	8	110	0.12727272727272726	2.5636363636363635	0.023519599666388658	0
3375	199	375	177	124	METR	0.9838168950329146	11	144	0.2361111111111111	2.611111111111111	0.01825951825951826	0
3400	217	411	195	141	METR	0.8935377535132292	10	155	0.2645161290322581	2.670967741935484	0.01734394637620444	0
3425	226	428	203	141	METR	1.373653365576989	8	153	0.26143790849673204	2.6666666666666665	0.017543859649122806	0
3450	268	512	245	169	METR	1.4681122053236402	8	189	0.21164021164021163	2.455026455026455	0.013058651356523697	0
3475	305	586	282	190	METR	0.979184225866365	13	222	0.2972972972972973	2.720720720720721	0.012310953487424076	0
3500	336	646	311	227	METR	1.1518052913216927	8	254	0.35826771653543305	3.062992125984252	0.012106688244997043	0
3525	376	725	350	252	METR	0.8023232284941884	11	282	0.40425531914893614	3.1843971631205674	0.011332374245980667	0
3550	391	753	363	262	METR	1.582953305763334	10	292	0.4212328767123288	3.1232876712328768	0.01073294732382432	0
3575	430	826	397	278	METR	1.4729600718277565	11	304	0.48355263157894735	3.1776315789473686	0.010487232933819698	0
3600	423	813	391	284	METR	1.9098750567762388	5	285	0.20701754385964913	2.912280701754386	0.010254509513219668	0
3625	434	833	400	290	METR	2.8014830023640833	4	292	0.2089041095890411	2.8493150684931505	0.009791460716471308	0
3650	460	884	425	299	METR	3.407347165828032	5	305	0.18688524590163935	2.6098360655737705	0.008584987057808455	0
3675	471	904	434	302	METR	3.273446194708975	5	307	0.1791530944625407	2.456026058631922	0.008026228949777522	0
3700	465	889	425	287	METR	2.4784246061060795	5	282	0.1773049645390071	2.24822695035461	0.008000807652507508	0
3725	480	912	433	263	METR	2.8522191818264657	6	277	0.17328519855595667	2.0288808664259927	0.007351017631978235	0
3750	510	968	459	274	METR	2.689781066017371	7	288	0.0763888888888889	2.048611111111111	0.007138017808749516	0
3775	486	915	430	253	METR	2.6938117981755347	7	258	0.09302325581395349	2.054263565891473	0.007993243447048532	0
3800	444	829	386	236	METR	2.0099420862853985	9	232	0.09913793103448276	2.0086206896551726	0.008695327660844902	0
3825	435	808	374	238	METR	1.9872859969607632	8	239	0.09623430962343096	1.8326359832635983	0.007700151190183187	0
3850	415	773	359	233	METR	1.5987646062928975	8	228	0.04824561403508772	1.719298245614035	0.007574001082000154	0
3875	409	754	346	209	METR	1.2593163887611025	8	201	0.04975124378109453	1.5223880597014925	0.007611940298507463	0
3900	376	686	312	177	METR	2.0850839580720892	5	168	0.10119047619047619	1.5952380952380953	0.009552323923581409	0
3925	277	521	246	163	SW	nan	3	144	0.09722222222222222	1.6666666666666667	0.011655011655011656	0
3950	269	504	236	167	SW	nan	3	146	0.0821917808219178	1.821917808219178	0.012564950401511572	0
3975	300	564	265	192	METR	3.591514205962798	4	174	0.08045977011494253	1.896551724137931	0.010962726729120988	0
4000	309	583	275	207	METR	3.9194185061088125	4	187	0.0748663101604278	1.8823529411764706	0.010120177103099304	0
