epoch	V	phase	subphase	label
25	26	growth	-	SW
50	62	growth	-	SW
75	83	growth	-	SW
100	116	growth	-	SW
125	147	growth	-	SW
150	164	growth	-	SW
175	191	growth	-	SW
200	210	growth	-	SW
225	252	growth	-	SW
250	307	growth	-	SW
275	314	growth	-	SW
300	416	growth	-	SW
325	477	growth	-	SW
350	523	growth	-	SW
375	541	growth	-	SW
400	603	growth	-	METR
425	660	growth	-	METR
450	667	growth	-	METR
475	651	growth	-	SW
500	640	growth	-	SW
525	622	growth	-	SW
550	629	growth	-	SW
575	584	growth	-	SW
600	522	contraction	shedding	SW
625	491	contraction	shedding	SW
650	476	contraction	shedding	SW
675	448	contraction	shedding	SW
700	419	contraction	shedding	SW
725	419	contraction	shedding	METR
750	377	contraction	shedding	METR
775	347	contraction	shedding	METR
800	317	contraction	shedding	SW
825	292	contraction	shedding	METR
850	288	contraction	consolidation	METR
875	259	contraction	consolidation	METR
900	247	contraction	consolidation	METR
