epoch	V	phase	subphase	label
25	34	growth	-	SW
50	168	growth	-	SW
75	216	growth	-	SW
100	273	growth	-	SW
125	297	growth	-	SW
150	369	growth	-	SW
175	432	growth	-	SW
200	540	growth	-	SW
225	578	growth	-	SW
250	608	growth	-	SW
275	609	growth	-	SW
300	591	growth	-	SW
325	606	growth	-	SW
350	589	growth	-	SW
375	562	growth	-	SW
400	540	growth	-	SW
425	553	growth	-	SW
450	531	growth	-	SW
475	476	growth	-	SW
500	481	growth	-	SW
525	511	growth	-	METR
550	482	growth	-	SW
575	435	growth	-	SW
600	416	growth	-	SW
625	418	growth	-	SW
650	492	growth	-	METR
675	540	growth	-	METR
700	547	growth	-	SW
725	543	growth	-	METR
750	574	growth	-	SW
775	600	growth	-	METR
800	624	growth	-	METR
825	679	growth	-	METR
850	657	growth	-	METR
875	641	growth	-	METR
900	657	growth	-	METR
925	670	growth	-	METR
950	650	growth	-	METR
975	571	contraction	shedding	METR
1000	508	contraction	shedding	METR
1025	451	contraction	shedding	METR
1050	427	contraction	shedding	METR
1075	407	contraction	shedding	METR
1100	374	contraction	shedding	METR
1125	331	contraction	shedding	METR
1150	299	contraction	shedding	METR
1175	272	contraction	shedding	METR
1200	255	contraction	shedding	METR
1225	231	contraction	shedding	METR
1250	228	contraction	shedding	METR
1275	189	contraction	consolidation	METR
1300	172	contraction	consolidation	METR
1325	182	contraction	consolidation	METR
1350	183	contraction	consolidation	METR
1375	202	contraction	consolidation	METR
1400	209	contraction	consolidation	METR
1425	226	contraction	consolidation	METR
1450	223	contraction	consolidation	METR
1475	222	contraction	consolidation	METR
1500	216	contraction	consolidation	METR
1525	198	contraction	shedding	METR
1550	188	contraction	shedding	METR
1575	179	contraction	shedding	METR
1600	171	contraction	shedding	METR
1625	158	contraction	consolidation	METR
1650	145	contraction	consolidation	METR
1675	139	contraction	consolidation	SW
1700	145	contraction	consolidation	SW
1725	149	contraction	consolidation	SW
1750	154	contraction	consolidation	SW
1775	154	contraction	consolidation	SW
1800	139	contraction	consolidation	SW
1825	130	contraction	consolidation	SW
1850	117	contraction	consolidation	SW
1875	106	contraction	consolidation	SW
1900	115	contraction	consolidation	SW
1925	139	contraction	consolidation	SW
1950	145	contraction	consolidation	METR
1975	173	contraction	consolidation	SW
2000	203	contraction	consolidation	SW
2025	193	contraction	consolidation	SW
2050	214	contraction	consolidation	SW
2075	243	contraction	consolidation	SW
2100	316	contraction	consolidation	METR
2125	334	contraction	consolidation	METR
2150	302	contraction	consolidation	SW
2175	346	contraction	consolidation	SW
2200	364	contraction	consolidation	SW
2225	386	contraction	consolidation	SW
2250	455	contraction	shedding	SW
2275	470	contraction	shedding	SW
2300	506	contraction	shedding	METR
2325	537	contraction	shedding	METR
2350	553	contraction	shedding	METR
2375	536	contraction	shedding	SW
2400	556	contraction	shedding	SW
2425	649	contraction	shedding	METR
2450	679	contraction	shedding	METR
2475	693	contraction	shedding	METR
2500	663	contraction	shedding	SW
2525	618	contraction	shedding	SW
2550	585	contraction	shedding	METR
2575	607	contraction	shedding	METR
2600	595	contraction	shedding	METR
2625	581	contraction	shedding	METR
2650	649	contraction	shedding	METR
2675	653	contraction	shedding	METR
2700	675	contraction	shedding	METR
2725	729	contraction	shedding	METR
2750	730	contraction	shedding	METR
2775	767	contraction	shedding	METR
2800	829	contraction	shedding	METR
2825	816	growth	-	METR
2850	847	growth	-	METR
2875	899	growth	-	METR
2900	986	growth	-	METR
2925	1045	growth	-	METR
2950	1082	growth	-	METR
2975	1114	growth	-	METR
3000	1082	growth	-	METR
3025	1038	contraction	shedding	METR
3050	974	contraction	shedding	METR
3075	936	contraction	shedding	METR
3100	711	contraction	shedding	METR
3125	611	contraction	shedding	METR
3150	514	contraction	shedding	METR
3175	523	contraction	shedding	METR
3200	514	contraction	shedding	METR
3225	518	contraction	shedding	METR
3250	456	contraction	shedding	METR
3275	415	contraction	shedding	METR
3300	386	contraction	shedding	METR
3325	347	contraction	shedding	METR
3350	321	contraction	shedding	METR
3375	363	contraction	shedding	METR
3400	378	contraction	consolidation	METR
3425	397	contraction	consolidation	METR
3450	344	contraction	consolidation	METR
3475	312	contraction	consolidation	METR
3500	284	contraction	consolidation	METR
3525	280	contraction	consolidation	METR
3550	289	contraction	consolidation	METR
3575	249	contraction	consolidation	METR
3600	208	contraction	consolidation	METR
3625	196	contraction	consolidation	METR
3650	188	contraction	consolidation	METR
3675	215	contraction	consolidation	METR
3700	247	contraction	shedding	METR
3725	240	contraction	shedding	METR
3750	242	contraction	shedding	SW
3775	221	contraction	shedding	SW
3800	215	contraction	shedding	SW
3825	200	contraction	shedding	SW
3850	172	contraction	shedding	SW
3875	163	contraction	consolidation	METR
3900	157	contraction	consolidation	METR
3925	155	contraction	consolidation	SW
3950	145	contraction	consolidation	SW
3975	141	contraction	consolidation	SW
4000	145	contraction	consolidation	SW
